# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.867591041559e+13       2.167357667953e-24       2.482011041138e-08       7.524286239161e+20       1.417361092952e+04       7.589247653327e-10       2.647050879852e+17       1.433031861874e-08       3.347389119054e+41       1.622266630530e+31       8.698111986622e+31       3.463692243488e-08       2.314099220796e+41       5.661488340883e+41       5.661488340883e+41       1.887162779950e+41      -3.041255311309e+49       2.355927997776e-05       4.591503775164e-01 
       1.866086509729e+13       2.170853940127e-24       2.484011929482e-08       7.512167988454e+20       1.417361092952e+04       7.595366482543e-10       2.644918414974e+17       1.434187243492e-08       3.336615516440e+41       1.618349092935e+31       8.677107313240e+31       3.463692243488e-08       2.306651271206e+41       5.643266788676e+41       5.643266788676e+41       1.881088929215e+41      -3.029024852558e+49       2.356799787107e-05       4.589805360218e-01 
       1.864583189951e+13       2.174355852309e-24       2.486012817826e-08       7.500069254815e+20       1.417361092952e+04       7.601490245064e-10       2.642787668010e+17       1.435343556635e-08       3.325876588764e+41       1.614441015623e+31       8.656153363084e+31       3.463692243488e-08       2.299227292911e+41       5.625103882702e+41       5.625103882702e+41       1.875034627225e+41      -3.016843578801e+49       2.357671576437e-05       4.588108201308e-01 
       1.863081081248e+13       2.177863413597e-24       2.488013706170e-08       7.487990006809e+20       1.417361092952e+04       7.607618944867e-10       2.640658637577e+17       1.436500802056e-08       3.315172224425e+41       1.610542375748e+31       8.635250013666e+31       3.463692243488e-08       2.291827208758e+41       5.606999434207e+41       5.606999434207e+41       1.868999811061e+41      -3.004711292238e+49       2.358543365768e-05       4.586412297041e-01 
       1.861580182644e+13       2.181376633103e-24       2.490014594514e-08       7.475930213055e+20       1.417361092952e+04       7.613752585932e-10       2.638531322291e+17       1.437658980505e-08       3.304502312182e+41       1.606653150520e+31       8.614397142791e+31       3.463692243488e-08       2.284450941843e+41       5.588953255047e+41       5.588953255047e+41       1.862984418008e+41      -2.992627795867e+49       2.359415155098e-05       4.584717646026e-01 
       1.860080493164e+13       2.184895519955e-24       2.492015482858e-08       7.463889842220e+20       1.417361092952e+04       7.619891172245e-10       2.636405720770e+17       1.438818092736e-08       3.293866741149e+41       1.602773317205e+31       8.593594628561e+31       3.463692243488e-08       2.277098415511e+41       5.570965157679e+41       5.570965157679e+41       1.856988385553e+41      -2.980592893478e+49       2.360286944429e-05       4.583024246875e-01 
       1.858582011834e+13       2.188420083293e-24       2.494198270142e-08       7.451868863023e+20       1.417361092952e+04       7.626034707791e-10       2.634281831635e+17       1.439978139500e-08       3.283265400798e+41       1.598902853122e+31       8.572842349374e+31       3.463692243488e-08       2.269769553353e+41       5.553034955169e+41       5.553034955169e+41       1.851011651384e+41      -2.968606389648e+49       2.361158733759e-05       4.581332098201e-01 
       1.857084737681e+13       2.191950332275e-24       2.496199158486e-08       7.439867244232e+20       1.417361092952e+04       7.632183196562e-10       2.632159653506e+17       1.441139121552e-08       3.272698180960e+41       1.595041735646e+31       8.552140183917e+31       3.463692243488e-08       2.262464279205e+41       5.535162461179e+41       5.535162461179e+41       1.845054153388e+41      -2.956668089743e+49       2.362030523090e-05       4.579641198619e-01 
       1.855588669733e+13       2.195486276070e-24       2.498200046830e-08       7.427884954666e+20       1.417361092952e+04       7.638336642550e-10       2.630039185003e+17       1.442301039645e-08       3.262164971815e+41       1.591189942206e+31       8.531488011174e+31       3.463692243488e-08       2.255182517149e+41       5.517347489976e+41       5.517347489976e+41       1.839115829655e+41      -2.944777799908e+49       2.362902312420e-05       4.577951546746e-01 
       1.854093807018e+13       2.199027923866e-24       2.500200935174e-08       7.415921963196e+20       1.417361092952e+04       7.644495049753e-10       2.627920424751e+17       1.443463894535e-08       3.251665663901e+41       1.587347450287e+31       8.510885710420e+31       3.463692243488e-08       2.247924191511e+41       5.499589856421e+41       5.499589856421e+41       1.833196618470e+41      -2.932935327072e+49       2.363774101751e-05       4.576263141203e-01 
       1.852600148564e+13       2.202575284861e-24       2.502201823518e-08       7.403978238739e+20       1.417361092952e+04       7.650658422170e-10       2.625803371372e+17       1.444627686975e-08       3.241200148105e+41       1.583514237425e+31       8.490333161222e+31       3.463692243488e-08       2.240689226860e+41       5.481889375973e+41       5.481889375973e+41       1.827296458322e+41      -2.921140478938e+49       2.364645891081e-05       4.574575980610e-01 
       1.851107693402e+13       2.206128368272e-24       2.504202711862e-08       7.392053750267e+20       1.417361092952e+04       7.656826763805e-10       2.623688023493e+17       1.445792417724e-08       3.230768315668e+41       1.579690281214e+31       8.469830243435e+31       3.463692243488e-08       2.233477548010e+41       5.464245864683e+41       5.464245864683e+41       1.821415287893e+41      -2.909393063981e+49       2.365517680412e-05       4.572890063591e-01 
       1.849616440562e+13       2.209687183328e-24       2.506203600205e-08       7.380148466797e+20       1.417361092952e+04       7.663000078664e-10       2.621574379738e+17       1.446958087536e-08       3.220370058180e+41       1.575875559301e+31       8.449376837209e+31       3.463692243488e-08       2.226289080014e+41       5.446659139197e+41       5.446659139197e+41       1.815553046065e+41      -2.897692891448e+49       2.366389469742e-05       4.571205388772e-01 
       1.848126389076e+13       2.213251739275e-24       2.508204488549e-08       7.368262357400e+20       1.417361092952e+04       7.669178370756e-10       2.619462438735e+17       1.448124697168e-08       3.210005267579e+41       1.572070049385e+31       8.428972822979e+31       3.463692243488e-08       2.219123748169e+41       5.429129016748e+41       5.429129016748e+41       1.809709671916e+41      -2.886039771353e+49       2.367261259073e-05       4.569521954780e-01 
       1.846637537975e+13       2.216822045372e-24       2.510205376893e-08       7.356395391195e+20       1.417361092952e+04       7.675361644095e-10       2.617352199112e+17       1.449292247380e-08       3.199673836152e+41       1.568273729221e+31       8.408618081471e+31       3.463692243488e-08       2.211981478010e+41       5.411655315159e+41       5.411655315159e+41       1.803885104721e+41      -2.874433514475e+49       2.368133048403e-05       4.567839760244e-01 
       1.845149886294e+13       2.220398110894e-24       2.512206265237e-08       7.344547537350e+20       1.417361092952e+04       7.681549902697e-10       2.615243659499e+17       1.450460738928e-08       3.189375656531e+41       1.564486576618e+31       8.388312493698e+31       3.463692243488e-08       2.204862195313e+41       5.394237852839e+41       5.394237852839e+41       1.798079283948e+41      -2.862873932351e+49       2.369004837734e-05       4.566158803797e-01 
       1.843663433065e+13       2.223979945129e-24       2.514207153581e-08       7.332718765084e+20       1.417361092952e+04       7.687743150581e-10       2.613136818526e+17       1.451630172573e-08       3.179110621696e+41       1.560708569436e+31       8.368055940962e+31       3.463692243488e-08       2.197765826093e+41       5.376876448782e+41       5.376876448782e+41       1.792292149263e+41      -2.851360837279e+49       2.369876627065e-05       4.564479084072e-01 
       1.842178177323e+13       2.227567557383e-24       2.516389940865e-08       7.320909043666e+20       1.417361092952e+04       7.693941391770e-10       2.611031674824e+17       1.452800549072e-08       3.168878624970e+41       1.556939685591e+31       8.347848304851e+31       3.463692243488e-08       2.190692296602e+41       5.359570922563e+41       5.359570922563e+41       1.786523640524e+41      -2.839894042310e+49       2.370748416395e-05       4.562800599705e-01 
       1.840694118104e+13       2.231160956975e-24       2.518390829209e-08       7.309118342412e+20       1.417361092952e+04       7.700144630289e-10       2.608928227027e+17       1.453971869188e-08       3.158679560020e+41       1.553179903052e+31       8.327689467236e+31       3.463692243488e-08       2.183641533331e+41       5.342321094339e+41       5.342321094339e+41       1.780773697784e+41      -2.828473361247e+49       2.371620205726e-05       4.561123349333e-01 
       1.839211254443e+13       2.234760153239e-24       2.520391717553e-08       7.297346630691e+20       1.417361092952e+04       7.706352870168e-10       2.606826473768e+17       1.455144133680e-08       3.148513320854e+41       1.549429199840e+31       8.307579310279e+31       3.463692243488e-08       2.176613463006e+41       5.325126784845e+41       5.325126784845e+41       1.775042261287e+41      -2.817098608643e+49       2.372491995056e-05       4.559447331596e-01 
       1.837729585378e+13       2.238365155663e-24       2.522392605897e-08       7.285593877917e+20       1.417361092952e+04       7.712566115439e-10       2.604726413682e+17       1.456317343311e-08       3.138379801821e+41       1.545687554029e+31       8.287517716420e+31       3.463692243488e-08       2.169608012590e+41       5.307987815395e+41       5.307987815395e+41       1.769329271470e+41      -2.805769599796e+49       2.373363784387e-05       4.557772545140e-01 
       1.836249109945e+13       2.241975973532e-24       2.524393494241e-08       7.273860053558e+20       1.417361092952e+04       7.718784370138e-10       2.602628045405e+17       1.457491498842e-08       3.128278897613e+41       1.541954943749e+31       8.267504568389e+31       3.463692243488e-08       2.162625109281e+41       5.290904007875e+41       5.290904007875e+41       1.763634668965e+41      -2.794486150745e+49       2.374235573717e-05       4.556098988606e-01 
