# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  600       3.019313766163e-10       2.622839512047e-12       4.354554120964e-12       0.000000000000e+00 
  601       3.006752067496e-10       2.664087786040e-12       4.338285113995e-12       0.000000000000e+00 
  602       2.994179983646e-10       2.705490384661e-12       4.317314459112e-12       0.000000000000e+00 
  603       2.981605522994e-10       2.747029996324e-12       4.291602972270e-12       0.000000000000e+00 
  604       2.969036792905e-10       2.788689080215e-12       4.261111404689e-12       0.000000000000e+00 
  605       2.956481378090e-10       2.830450654408e-12       4.225811924811e-12       0.000000000000e+00 
  606       2.943944458476e-10       2.872300682970e-12       4.185722867112e-12       0.000000000000e+00 
  607       2.931430646796e-10       2.914225744482e-12       4.140874820707e-12       0.000000000000e+00 
  608       2.918944606696e-10       2.956212247504e-12       4.091299227579e-12       0.000000000000e+00 
  609       2.906491052934e-10       2.998246429896e-12       4.037028386686e-12       0.000000000000e+00 
  610       2.894074751558e-10       3.040314358141e-12       3.978095458070e-12       0.000000000000e+00 
  611       2.881700520103e-10       3.082401926656e-12       3.914534466966e-12       0.000000000000e+00 
  612       2.869373227778e-10       3.124494857123e-12       3.846380307911e-12       0.000000000000e+00 
  613       2.857097795656e-10       3.166578697801e-12       3.773668748852e-12       0.000000000000e+00 
  614       2.844879196860e-10       3.208638822847e-12       3.696436435253e-12       0.000000000000e+00 
  615       2.832722456756e-10       3.250660431641e-12       3.614720894208e-12       0.000000000000e+00 
  616       2.820632653141e-10       3.292628548100e-12       3.528560538547e-12       0.000000000000e+00 
  617       2.808614916431e-10       3.334528019999e-12       3.437994670942e-12       0.000000000000e+00 
  618       2.796674429850e-10       3.376343518297e-12       3.343063488020e-12       0.000000000000e+00 
  619       2.784816429624e-10       3.418059536447e-12       3.243808084471e-12       0.000000000000e+00 
  620       2.773046205164e-10       3.459660389723e-12       3.140270457154e-12       0.000000000000e+00 
  621       2.761369099257e-10       3.501130214540e-12       3.032493509207e-12       0.000000000000e+00 
  622       2.749790508258e-10       3.542452967769e-12       2.920521054157e-12       0.000000000000e+00 
  623       2.738315882275e-10       3.583612426061e-12       2.804397820028e-12       0.000000000000e+00 
  624       2.726950725363e-10       3.624592185166e-12       2.684169453446e-12       0.000000000000e+00 
  625       2.715700595709e-10       3.665375659253e-12       2.559882523755e-12       0.000000000000e+00 
  626       2.704571105823e-10       3.705946080229e-12       2.431584527118e-12       0.000000000000e+00 
  627       2.693567922726e-10       3.746286497060e-12       2.299323890630e-12       0.000000000000e+00 
  628       2.682696768142e-10       3.786379775090e-12       2.163149976427e-12       0.000000000000e+00 
  629       2.671963418684e-10       3.826208595363e-12       2.023113085791e-12       0.000000000000e+00 
  630       2.661373706047e-10       3.865755453940e-12       1.879264463263e-12       0.000000000000e+00 
  631       2.650933517191e-10       3.905002661220e-12       1.731656300748e-12       0.000000000000e+00 
  632       2.640648794537e-10       3.943932341262e-12       1.580341741627e-12       0.000000000000e+00 
  633       2.630525536152e-10       3.982526431102e-12       1.425374884861e-12       0.000000000000e+00 
  634       2.620569795940e-10       4.020766680075e-12       1.266810789106e-12       0.000000000000e+00 
  635       2.610787683830e-10       4.058634649132e-12       1.104705476814e-12       0.000000000000e+00 
  636       2.601185365967e-10       4.096111710165e-12       9.391159383499e-13       0.000000000000e+00 
  637       2.591769064900e-10       4.133179045322e-12       7.701001360929e-13       0.000000000000e+00 
  638       2.582545059769e-10       4.169817646330e-12       5.977170085495e-13       0.000000000000e+00 
  639       2.573519686499e-10       4.206008313813e-12       4.220264744606e-13       0.000000000000e+00 
  640       2.564699337986e-10       4.241731656612e-12       2.430894369104e-13       0.000000000000e+00 
  641       2.556090464286e-10       4.276968091108e-12       6.096778743490e-14       0.000000000000e+00 
  642       2.547699572807e-10       4.311697840537e-12      -1.242755898693e-13       0.000000000000e+00 
  643       2.539533228494e-10       4.345900934315e-12      -3.125768142364e-13       0.000000000000e+00 
  644       2.531597167327e-10       4.379559290044e-12      -5.038690744513e-13       0.000000000000e+00 
  645       2.523893614382e-10       4.412663012642e-12      -6.980767877841e-13       0.000000000000e+00 
  646       2.516423905453e-10       4.445204236422e-12      -8.951213007464e-13       0.000000000000e+00 
  647       2.509189368181e-10       4.477175055226e-12      -1.094922802139e-12       0.000000000000e+00 
  648       2.502191321985e-10       4.508567522350e-12      -1.297400318387e-12       0.000000000000e+00 
  649       2.495431078003e-10       4.539373650465e-12      -1.502471708871e-12       0.000000000000e+00 
  650       2.488909939019e-10       4.569585411536e-12      -1.710053661264e-12       0.000000000000e+00 
  651       2.482629199396e-10       4.599194736748e-12      -1.920061686863e-12       0.000000000000e+00 
  652       2.476590145013e-10       4.628193516422e-12      -2.132410115925e-12       0.000000000000e+00 
  653       2.470794053192e-10       4.656573599944e-12      -2.347012093000e-12       0.000000000000e+00 
  654       2.465242192640e-10       4.684326795678e-12      -2.563779572262e-12       0.000000000000e+00 
  655       2.459935823371e-10       4.711444870894e-12      -2.782623312850e-12       0.000000000000e+00 
  656       2.454876196649e-10       4.737919551689e-12      -3.003452874193e-12       0.000000000000e+00 
  657       2.450064554915e-10       4.763742522904e-12      -3.226176611351e-12       0.000000000000e+00 
  658       2.445502131722e-10       4.788905428052e-12      -3.450701670346e-12       0.000000000000e+00 
  659       2.441190151668e-10       4.813399869234e-12      -3.676933983496e-12       0.000000000000e+00 
  660       2.437129830328e-10       4.837217407064e-12      -3.904778264749e-12       0.000000000000e+00 
  661       2.433322374191e-10       4.860349560590e-12      -4.134138005016e-12       0.000000000000e+00 
  662       2.429768980587e-10       4.882787807214e-12      -4.364915467507e-12       0.000000000000e+00 
  663       2.426470837623e-10       4.904523582616e-12      -4.597011683064e-12       0.000000000000e+00 
  664       2.423429124119e-10       4.925548280675e-12      -4.830326445495e-12       0.000000000000e+00 
  665       2.420645009535e-10       4.945853253388e-12      -5.064758306906e-12       0.000000000000e+00 
  666       2.418119653910e-10       4.965429810795e-12      -5.300204573037e-12       0.000000000000e+00 
  667       2.415854207790e-10       4.984269220898e-12      -5.536561298597e-12       0.000000000000e+00 
  668       2.413849812164e-10       5.002362709587e-12      -5.773723282593e-12       0.000000000000e+00 
  669       2.412107598398e-10       5.019701460555e-12      -6.011584063671e-12       0.000000000000e+00 
  670       2.410628688164e-10       5.036276615225e-12      -6.250035915443e-12       0.000000000000e+00 
  671       2.409414193377e-10       5.052079272668e-12      -6.488969841826e-12       0.000000000000e+00 
  672       2.408465216126e-10       5.067100489528e-12      -6.728275572372e-12       0.000000000000e+00 
  673       2.407782848607e-10       5.081331279942e-12      -6.967841557606e-12       0.000000000000e+00 
  674       2.407368173058e-10       5.094762615460e-12      -7.207554964356e-12       0.000000000000e+00 
  675       2.407222261691e-10       5.107385424969e-12      -7.447301671089e-12       0.000000000000e+00 
  676       2.407346176621e-10       5.119190594613e-12      -7.686966263245e-12       0.000000000000e+00 
  677       2.407740969808e-10       5.130168967717e-12      -7.926432028568e-12       0.000000000000e+00 
  678       2.408407682981e-10       5.140311344706e-12      -8.165580952447e-12       0.000000000000e+00 
  679       2.409347347577e-10       5.149608483026e-12      -8.404293713240e-12       0.000000000000e+00 
  680       2.410560984669e-10       5.158051097070e-12      -8.642449677617e-12       0.000000000000e+00 
  681       2.412049604907e-10       5.165629858094e-12      -8.879926895887e-12       0.000000000000e+00 
  682       2.413814208440e-10       5.172335394143e-12      -9.116602097337e-12       0.000000000000e+00 
  683       2.415855190114e-10       5.178160421546e-12      -9.352359225969e-12       0.000000000000e+00 
  684       2.418170541224e-10       5.183106189500e-12      -9.587115257127e-12       0.000000000000e+00 
  685       2.420757609243e-10       5.187176172893e-12      -9.820794922712e-12       0.000000000000e+00 
  686       2.423613688869e-10       5.190373953660e-12      -1.005332221821e-11       0.000000000000e+00 
  687       2.426736021803e-10       5.192703221244e-12      -1.028462040023e-11       0.000000000000e+00 
  688       2.430121796535e-10       5.194167773075e-12      -1.051461198402e-11       0.000000000000e+00 
  689       2.433768148122e-10       5.194771515031e-12      -1.074321874098e-11       0.000000000000e+00 
  690       2.437672157965e-10       5.194518461911e-12      -1.097036169624e-11       0.000000000000e+00 
  691       2.441830853594e-10       5.193412737902e-12      -1.119596112614e-11       0.000000000000e+00 
  692       2.446241208446e-10       5.191458577051e-12      -1.141993655575e-11       0.000000000000e+00 
  693       2.450900141645e-10       5.188660323732e-12      -1.164220675645e-11       0.000000000000e+00 
  694       2.455804517784e-10       5.185022433115e-12      -1.186268974343e-11       0.000000000000e+00 
  695       2.460951146702e-10       5.180549471637e-12      -1.208130277320e-11       0.000000000000e+00 
  696       2.466336783270e-10       5.175246117468e-12      -1.229796234113e-11       0.000000000000e+00 
  697       2.471958127164e-10       5.169117160984e-12      -1.251258417900e-11       0.000000000000e+00 
  698       2.477811822650e-10       5.162167505233e-12      -1.272508325249e-11       0.000000000000e+00 
  699       2.483894458365e-10       5.154402166405e-12      -1.293537375873e-11       0.000000000000e+00 
  700       2.490202567094e-10       5.145826274304e-12      -1.314336912384e-11       0.000000000000e+00 
  701       2.496732625551e-10       5.136445072810e-12      -1.334898200042e-11       0.000000000000e+00 
  702       2.503481054162e-10       5.126263920358e-12      -1.355212426511e-11       0.000000000000e+00 
  703       2.510444216843e-10       5.115288290397e-12      -1.375270701610e-11       0.000000000000e+00 
  704       2.517618420779e-10       5.103523771867e-12      -1.395064057067e-11       0.000000000000e+00 
  705       2.524999916208e-10       5.090976069664e-12      -1.414583446272e-11       0.000000000000e+00 
  706       2.532584896198e-10       5.077651005111e-12      -1.433819744027e-11       0.000000000000e+00 
  707       2.540369496428e-10       5.063554516425e-12      -1.452763746302e-11       0.000000000000e+00 
  708       2.548349794971e-10       5.048692659188e-12      -1.471406169987e-11       0.000000000000e+00 
  709       2.556521812069e-10       5.033071606817e-12      -1.489737652642e-11       0.000000000000e+00 
  710       2.564881509919e-10       5.016697651031e-12      -1.507748752254e-11       0.000000000000e+00 
  711       2.573424792448e-10       4.999577202318e-12      -1.525429946988e-11       0.000000000000e+00 
  712       2.582147505099e-10       4.981716790413e-12      -1.542771634938e-11       0.000000000000e+00 
  713       2.591045434606e-10       4.963123064755e-12      -1.559764133882e-11       0.000000000000e+00 
  714       2.600114308776e-10       4.943802794966e-12      -1.576397681035e-11       0.000000000000e+00 
  715       2.609349796272e-10       4.923762871315e-12      -1.592662432799e-11       0.000000000000e+00 
  716       2.618747506388e-10       4.903010305190e-12      -1.608548464519e-11       0.000000000000e+00 
  717       2.628302988835e-10       4.881552229565e-12      -1.624045770233e-11       0.000000000000e+00 
  718       2.638011733517e-10       4.859395899468e-12      -1.639144262428e-11       0.000000000000e+00 
  719       2.647869170314e-10       4.836548692454e-12      -1.653833771789e-11       0.000000000000e+00 
  720       2.657870668859e-10       4.813018109072e-12      -1.668104046955e-11       0.000000000000e+00 
  721       2.668011538322e-10       4.788811773333e-12      -1.681944754270e-11       0.000000000000e+00 
  722       2.678287048520e-10       4.763938266965e-12      -1.695346835458e-11       0.000000000000e+00 
  723       2.688692494164e-10       4.738409649707e-12      -1.708306611233e-11       0.000000000000e+00 
  724       2.699223131473e-10       4.712238990848e-12      -1.720821760091e-11       0.000000000000e+00 
  725       2.709874156749e-10       4.685439540720e-12      -1.732889967958e-11       0.000000000000e+00 
  726       2.720640706160e-10       4.658024731353e-12      -1.744508928255e-11       0.000000000000e+00 
  727       2.731517855526e-10       4.630008177139e-12      -1.755676341965e-11       0.000000000000e+00 
  728       2.742500620105e-10       4.601403675492e-12      -1.766389917697e-11       0.000000000000e+00 
  729       2.753583954375e-10       4.572225207511e-12      -1.776647371749e-11       0.000000000000e+00 
  730       2.764762751824e-10       4.542486938634e-12      -1.786446428174e-11       0.000000000000e+00 
  731       2.776031844731e-10       4.512203219308e-12      -1.795784818848e-11       0.000000000000e+00 
  732       2.787386003953e-10       4.481388585643e-12      -1.804660283530e-11       0.000000000000e+00 
  733       2.798819938710e-10       4.450057760075e-12      -1.813070569930e-11       0.000000000000e+00 
  734       2.810328296371e-10       4.418225652029e-12      -1.821013433773e-11       0.000000000000e+00 
  735       2.821905662237e-10       4.385907358576e-12      -1.828486638865e-11       0.000000000000e+00 
  736       2.833546559328e-10       4.353118165094e-12      -1.835487957156e-11       0.000000000000e+00 
  737       2.845245448168e-10       4.319873545934e-12      -1.842015168805e-11       0.000000000000e+00 
  738       2.856996726570e-10       4.286189165074e-12      -1.848066062249e-11       0.000000000000e+00 
  739       2.868794729421e-10       4.252080876785e-12      -1.853638434261e-11       0.000000000000e+00 
  740       2.880633728466e-10       4.217564726288e-12      -1.858730090021e-11       0.000000000000e+00 
  741       2.892507932095e-10       4.182656950418e-12      -1.863338843180e-11       0.000000000000e+00 
  742       2.904411485130e-10       4.147373978283e-12      -1.867462515919e-11       0.000000000000e+00 
  743       2.916338468604e-10       4.111732431924e-12      -1.871098939023e-11       0.000000000000e+00 
  744       2.928282899553e-10       4.075749126978e-12      -1.874245951938e-11       0.000000000000e+00 
  745       2.940238730796e-10       4.039441073339e-12      -1.876901402843e-11       0.000000000000e+00 
  746       2.952199850723e-10       4.002825475814e-12      -1.879063148708e-11       0.000000000000e+00 
  747       2.964160083081e-10       3.965919734791e-12      -1.880729055363e-11       0.000000000000e+00 
  748       2.976113186755e-10       3.928741446895e-12      -1.881896997564e-11       0.000000000000e+00 
  749       2.988052855558e-10       3.891308405649e-12      -1.882564859053e-11       0.000000000000e+00 
  750       2.999972718013e-10       3.853638602136e-12      -1.882730532629e-11       0.000000000000e+00 
  751       3.011866337141e-10       3.815750225660e-12      -1.882391920206e-11       0.000000000000e+00 
  752       3.023727210241e-10       3.777661664408e-12      -1.881546932887e-11       0.000000000000e+00 
  753       3.035548768682e-10       3.739391506107e-12      -1.880193491019e-11       0.000000000000e+00 
  754       3.047324377684e-10       3.700958538686e-12      -1.878329524265e-11       0.000000000000e+00 
  755       3.059047336101e-10       3.662381750942e-12      -1.875952971667e-11       0.000000000000e+00 
  756       3.070710876214e-10       3.623680333193e-12      -1.873061781709e-11       0.000000000000e+00 
  757       3.082308163508e-10       3.584873677943e-12      -1.869653912384e-11       0.000000000000e+00 
  758       3.093832296461e-10       3.545981380543e-12      -1.865727331259e-11       0.000000000000e+00 
  759       3.105276306329e-10       3.507023239851e-12      -1.861280015538e-11       0.000000000000e+00 
  760       3.116633156932e-10       3.468019258893e-12      -1.856309952130e-11       0.000000000000e+00 
  761       3.127896313370e-10       3.428988628975e-12      -1.850816177496e-11       0.000000000000e+00 
  762       3.139061460568e-10       3.389946659333e-12      -1.844801918938e-11       0.000000000000e+00 
  763       3.150124817255e-10       3.350907789936e-12      -1.838271513655e-11       0.000000000000e+00 
  764       3.161082569909e-10       3.311886603150e-12      -1.831229374697e-11       0.000000000000e+00 
  765       3.171930872667e-10       3.272897824190e-12      -1.823679991241e-11       0.000000000000e+00 
  766       3.182665847226e-10       3.233956321569e-12      -1.815627928874e-11       0.000000000000e+00 
  767       3.193283582744e-10       3.195077107551e-12      -1.807077829870e-11       0.000000000000e+00 
  768       3.203780135747e-10       3.156275338599e-12      -1.798034413475e-11       0.000000000000e+00 
  769       3.214151530027e-10       3.117566315824e-12      -1.788502476181e-11       0.000000000000e+00 
  770       3.224393756547e-10       3.078965485441e-12      -1.778486892011e-11       0.000000000000e+00 
  771       3.234502773348e-10       3.040488439213e-12      -1.767992612796e-11       0.000000000000e+00 
  772       3.244474505444e-10       3.002150914907e-12      -1.757024668457e-11       0.000000000000e+00 
  773       3.254304844731e-10       2.963968796741e-12      -1.745588167284e-11       0.000000000000e+00 
  774       3.263989649888e-10       2.925958115835e-12      -1.733688296218e-11       0.000000000000e+00 
  775       3.273524746279e-10       2.888135050661e-12      -1.721330321128e-11       0.000000000000e+00 
  776       3.282905925858e-10       2.850515927497e-12      -1.708519587093e-11       0.000000000000e+00 
  777       3.292128947070e-10       2.813117220871e-12      -1.695261518682e-11       0.000000000000e+00 
  778       3.301189534755e-10       2.775955554018e-12      -1.681561620233e-11       0.000000000000e+00 
  779       3.310083380050e-10       2.739047699327e-12      -1.667425476137e-11       0.000000000000e+00 
  780       3.318806140293e-10       2.702410578791e-12      -1.652858751112e-11       0.000000000000e+00 
  781       3.327353438926e-10       2.666061264459e-12      -1.637867190487e-11       0.000000000000e+00 
  782       3.335720865395e-10       2.630016978886e-12      -1.622456620481e-11       0.000000000000e+00 
  783       3.343903975059e-10       2.594295095584e-12      -1.606632948485e-11       0.000000000000e+00 
  784       3.351898289086e-10       2.558913139471e-12      -1.590402163340e-11       0.000000000000e+00 
  785       3.359699294360e-10       2.523888787322e-12      -1.573770335615e-11       0.000000000000e+00 
  786       3.367302443384e-10       2.489239868219e-12      -1.556743617893e-11       0.000000000000e+00 
  787       3.374703154179e-10       2.454984364005e-12      -1.539328245047e-11       0.000000000000e+00 
  788       3.381896810194e-10       2.421140409729e-12      -1.521530534519e-11       0.000000000000e+00 
  789       3.388878760202e-10       2.387726294098e-12      -1.503356886604e-11       0.000000000000e+00 
  790       3.395644318206e-10       2.354760459933e-12      -1.484813784728e-11       0.000000000000e+00 
  791       3.402188763342e-10       2.322261504609e-12      -1.465907795727e-11       0.000000000000e+00 
  792       3.408507339781e-10       2.290248180517e-12      -1.446645570129e-11       0.000000000000e+00 
  793       3.414595256633e-10       2.258739395504e-12      -1.427033842434e-11       0.000000000000e+00 
  794       3.420447687849e-10       2.227754213331e-12      -1.407079431391e-11       0.000000000000e+00 
  795       3.426059772124e-10       2.197311854119e-12      -1.386789240283e-11       0.000000000000e+00 
  796       3.431426612802e-10       2.167431694804e-12      -1.366170257205e-11       0.000000000000e+00 
  797       3.436543277773e-10       2.138133269581e-12      -1.345229555342e-11       0.000000000000e+00 
  798       3.441404799384e-10       2.109436270359e-12      -1.323974293251e-11       0.000000000000e+00 
  799       3.446006174337e-10       2.081360547212e-12      -1.302411715142e-11       0.000000000000e+00 
  800       3.450343105878e-10       2.053923828039e-12      -1.280549271429e-11       0.000000000000e+00 
  801       3.454414245413e-10       2.027134831037e-12      -1.258394982236e-11       0.000000000000e+00 
  802       3.458218991589e-10       2.001000027497e-12      -1.235957081077e-11       0.000000000000e+00 
  803       3.461756751749e-10       1.975525911228e-12      -1.213243895485e-11       0.000000000000e+00 
  804       3.465026941980e-10       1.950718998582e-12      -1.190263847318e-11       0.000000000000e+00 
  805       3.468028987152e-10       1.926585828479e-12      -1.167025453058e-11       0.000000000000e+00 
  806       3.470762320960e-10       1.903132962429e-12      -1.143537324116e-11       0.000000000000e+00 
  807       3.473226385966e-10       1.880366984554e-12      -1.119808167132e-11       0.000000000000e+00 
  808       3.475420633641e-10       1.858294501614e-12      -1.095846784281e-11       0.000000000000e+00 
  809       3.477344524407e-10       1.836922143027e-12      -1.071662073574e-11       0.000000000000e+00 
  810       3.478997527678e-10       1.816256560898e-12      -1.047263029159e-11       0.000000000000e+00 
  811       3.480379121905e-10       1.796304430033e-12      -1.022658741628e-11       0.000000000000e+00 
  812       3.481488794614e-10       1.777072447974e-12      -9.978583983139e-12       0.000000000000e+00 
  813       3.482326042450e-10       1.758567335011e-12      -9.728712835976e-12       0.000000000000e+00 
  814       3.482890371218e-10       1.740795834214e-12      -9.477067792087e-12       0.000000000000e+00 
  815       3.483181295927e-10       1.723764711452e-12      -9.223743645284e-12       0.000000000000e+00 
  816       3.483198340829e-10       1.707480755417e-12      -8.968836168925e-12       0.000000000000e+00 
  817       3.482941039463e-10       1.691950777648e-12      -8.712442118935e-12       0.000000000000e+00 
  818       3.482408934696e-10       1.677181612552e-12      -8.454659236835e-12       0.000000000000e+00 
  819       3.481601578766e-10       1.663180117432e-12      -8.195586252767e-12       0.000000000000e+00 
  820       3.480518533321e-10       1.649953172507e-12      -7.935322888522e-12       0.000000000000e+00 
  821       3.479159369466e-10       1.637507680933e-12      -7.673969860564e-12       0.000000000000e+00 
  822       3.477523667799e-10       1.625850568834e-12      -7.411628883058e-12       0.000000000000e+00 
  823       3.475611018457e-10       1.614988785316e-12      -7.148402670895e-12       0.000000000000e+00 
  824       3.473421021159e-10       1.604929302498e-12      -6.884394942719e-12       0.000000000000e+00 
  825       3.470953285241e-10       1.595679115530e-12      -6.619710423953e-12       0.000000000000e+00 
  826       3.468207429708e-10       1.587245242621e-12      -6.354454849825e-12       0.000000000000e+00 
  827       3.465183083266e-10       1.579634725056e-12      -6.088734968393e-12       0.000000000000e+00 
  828       3.461879884370e-10       1.572854627229e-12      -5.822658543574e-12       0.000000000000e+00 
  829       3.458297481267e-10       1.566912036654e-12      -5.556334358168e-12       0.000000000000e+00 
  830       3.454435532030e-10       1.561814063999e-12      -5.289872216885e-12       0.000000000000e+00 
  831       3.450293704611e-10       1.557567843105e-12      -5.023382949372e-12       0.000000000000e+00 
  832       3.445871676873e-10       1.554180531007e-12      -4.756978413237e-12       0.000000000000e+00 
  833       3.441169136638e-10       1.551659307963e-12      -4.490771497075e-12       0.000000000000e+00 
  834       3.436185781726e-10       1.550011377471e-12      -4.224876123500e-12       0.000000000000e+00 
  835       3.430921319999e-10       1.549243966299e-12      -3.959407252163e-12       0.000000000000e+00 
  836       3.425375469400e-10       1.549364324501e-12      -3.694480882784e-12       0.000000000000e+00 
  837       3.419547958000e-10       1.550379725446e-12      -3.430214058175e-12       0.000000000000e+00 
  838       3.413438524033e-10       1.552297465841e-12      -3.166724867269e-12       0.000000000000e+00 
  839       3.407047401572e-10       1.555122706244e-12      -2.904124167582e-12       0.000000000000e+00 
  840       3.400376786710e-10       1.558851951390e-12      -2.642490588647e-12       0.000000000000e+00 
  841       3.393429396966e-10       1.563479456498e-12      -2.381895099739e-12       0.000000000000e+00 
  842       3.386207988093e-10       1.568999376152e-12      -2.122409252643e-12       0.000000000000e+00 
  843       3.378715354199e-10       1.575405763961e-12      -1.864105183274e-12       0.000000000000e+00 
  844       3.370954327879e-10       1.582692572213e-12      -1.607055613289e-12       0.000000000000e+00 
  845       3.362927780332e-10       1.590853651529e-12      -1.351333851706e-12       0.000000000000e+00 
  846       3.354638621489e-10       1.599882750522e-12      -1.097013796519e-12       0.000000000000e+00 
  847       3.346089800139e-10       1.609773515450e-12      -8.441699363174e-13       0.000000000000e+00 
  848       3.337284304051e-10       1.620519489871e-12      -5.928773518962e-13       0.000000000000e+00 
  849       3.328225160099e-10       1.632114114302e-12      -3.432117178774e-13       0.000000000000e+00 
  850       3.318915434389e-10       1.644550725870e-12      -9.524930432456e-14       0.000000000000e+00 
  851       3.309358232381e-10       1.657822557974e-12       1.509330216411e-13       0.000000000000e+00 
  852       3.299556699013e-10       1.671922739933e-12       3.952577942243e-13       0.000000000000e+00 
  853       3.289514018829e-10       1.686844296648e-12       6.376469473391e-13       0.000000000000e+00 
  854       3.279233416102e-10       1.702580148253e-12       8.780218129933e-13       0.000000000000e+00 
  855       3.268718154955e-10       1.719123109776e-12       1.116303119671e-12       0.000000000000e+00 
  856       3.257971539494e-10       1.736465890787e-12       1.352410990719e-12       0.000000000000e+00 
  857       3.246996913922e-10       1.754601095061e-12       1.586264942726e-12       0.000000000000e+00 
  858       3.235797662674e-10       1.773521220231e-12       1.817783883911e-12       0.000000000000e+00 
  859       3.224377210533e-10       1.793218657441e-12       2.046886112505e-12       0.000000000000e+00 
  860       3.212739022760e-10       1.813685691005e-12       2.273489315133e-12       0.000000000000e+00 
  861       3.200886605218e-10       1.834914498062e-12       2.497510565201e-12       0.000000000000e+00 
  862       3.188823504494e-10       1.856897148230e-12       2.718866321278e-12       0.000000000000e+00 
  863       3.176553308024e-10       1.879625603264e-12       2.937472425479e-12       0.000000000000e+00 
  864       3.164079644222e-10       1.903091716708e-12       3.153244101853e-12       0.000000000000e+00 
  865       3.151406182599e-10       1.927287233557e-12       3.366095954759e-12       0.000000000000e+00 
  866       3.138536633891e-10       1.952203789905e-12       3.575941967257e-12       0.000000000000e+00 
  867       3.125474750182e-10       1.977832912605e-12       3.782695499488e-12       0.000000000000e+00 
  868       3.112224325030e-10       2.004166018926e-12       3.986269287058e-12       0.000000000000e+00 
  869       3.098789193589e-10       2.031194416204e-12       4.186575439425e-12       0.000000000000e+00 
  870       3.085173232738e-10       2.058909301501e-12       4.383525438276e-12       0.000000000000e+00 
  871       3.071380361202e-10       2.087301761260e-12       4.577030135920e-12       0.000000000000e+00 
  872       3.057414539676e-10       2.116362770960e-12       4.766999753661e-12       0.000000000000e+00 
  873       3.043279770953e-10       2.146083194773e-12       4.953343880192e-12       0.000000000000e+00 
  874       3.028980100048e-10       2.176453785218e-12       5.135971469972e-12       0.000000000000e+00 
  875       3.014519614319e-10       2.207465182816e-12       5.314790841611e-12       0.000000000000e+00 
  876       2.999902443595e-10       2.239107915749e-12       5.489709676257e-12       0.000000000000e+00 
  877       2.985132760299e-10       2.271372399512e-12       5.660635015975e-12       0.000000000000e+00 
  878       2.970214768617e-10       2.304248197396e-12       5.827485813155e-12       0.000000000000e+00 
  879       2.955152671541e-10       2.337721789139e-12       5.990230810680e-12       0.000000000000e+00 
  880       2.939950703522e-10       2.371778764492e-12       6.148851288382e-12       0.000000000000e+00 
  881       2.924613141505e-10       2.406404558572e-12       6.303328569442e-12       0.000000000000e+00 
  882       2.909144305047e-10       2.441584451401e-12       6.453644020722e-12       0.000000000000e+00 
  883       2.893548556444e-10       2.477303567447e-12       6.599779053102e-12       0.000000000000e+00 
  884       2.877830300853e-10       2.513546875168e-12       6.741715121814e-12       0.000000000000e+00 
  885       2.861993986412e-10       2.550299186548e-12       6.879433726779e-12       0.000000000000e+00 
  886       2.846044104366e-10       2.587545156643e-12       7.012916412941e-12       0.000000000000e+00 
  887       2.829985189191e-10       2.625269283117e-12       7.142144770603e-12       0.000000000000e+00 
  888       2.813821818713e-10       2.663455905783e-12       7.267100435761e-12       0.000000000000e+00 
  889       2.797558614232e-10       2.702089206148e-12       7.387765090441e-12       0.000000000000e+00 
  890       2.781200240649e-10       2.741153206949e-12       7.504120463035e-12       0.000000000000e+00 
  891       2.764751406582e-10       2.780631771696e-12       7.616148328630e-12       0.000000000000e+00 
  892       2.748216864495e-10       2.820508604212e-12       7.723830509353e-12       0.000000000000e+00 
  893       2.731601410819e-10       2.860767248175e-12       7.827148874699e-12       0.000000000000e+00 
  894       2.714909886072e-10       2.901391086657e-12       7.926085341869e-12       0.000000000000e+00 
  895       2.698147174986e-10       2.942363341663e-12       8.020621876104e-12       0.000000000000e+00 
  896       2.681318206627e-10       2.983667073678e-12       8.110740491022e-12       0.000000000000e+00 
  897       2.664427954521e-10       3.025285181202e-12       8.196423248953e-12       0.000000000000e+00 
  898       2.647481436774e-10       3.067200400291e-12       8.277652261272e-12       0.000000000000e+00 
  899       2.630483716195e-10       3.109395304101e-12       8.354409688737e-12       0.000000000000e+00 
  900       2.613439900422e-10       3.151852302426e-12       8.426677741823e-12       0.000000000000e+00 
  901       2.596355142039e-10       3.194553641239e-12       8.494438681057e-12       0.000000000000e+00 
  902       2.579234638708e-10       3.237481402234e-12       8.557674817355e-12       0.000000000000e+00 
  903       2.562083633282e-10       3.280617502366e-12       8.616368512355e-12       0.000000000000e+00 
  904       2.544907413934e-10       3.323943693390e-12       8.670502178753e-12       0.000000000000e+00 
  905       2.527711314280e-10       3.367441561406e-12       8.720058280639e-12       0.000000000000e+00 
  906       2.510500713497e-10       3.411092526394e-12       8.765019333832e-12       0.000000000000e+00 
  907       2.493281036452e-10       3.454877841760e-12       8.805367906216e-12       0.000000000000e+00 
  908       2.476057753821e-10       3.498778593872e-12       8.841086618072e-12       0.000000000000e+00 
