# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  628       2.670510535660e-10       3.831900489985e-12       2.001509623320e-12       0.000000000000e+00 
  629       2.659995084428e-10       3.871346855101e-12       1.856214773340e-12       0.000000000000e+00 
  630       2.649627248524e-10       3.910499654914e-12       1.707133574213e-12       0.000000000000e+00 
  631       2.639411920899e-10       3.949343045318e-12       1.554327150204e-12       0.000000000000e+00 
  632       2.629354037091e-10       3.987861020138e-12       1.397857686106e-12       0.000000000000e+00 
  633       2.619458575364e-10       4.026037410537e-12       1.237788431772e-12       0.000000000000e+00 
  634       2.609730556849e-10       4.063855884440e-12       1.074183706648e-12       0.000000000000e+00 
  635       2.600175045678e-10       4.101299945944e-12       9.071089043095e-13       0.000000000000e+00 
  636       2.590797149121e-10       4.138352934744e-12       7.366304969901e-13       0.000000000000e+00 
  637       2.581602017730e-10       4.174998025542e-12       5.628160401189e-13       0.000000000000e+00 
  638       2.572594845472e-10       4.211218227467e-12       3.857341768515e-13       0.000000000000e+00 
  639       2.563780869867e-10       4.246996383492e-12       2.054546426040e-13       0.000000000000e+00 
  640       2.555165372131e-10       4.282315169851e-12       2.204826958643e-14       0.000000000000e+00 
  641       2.546753677306e-10       4.317157095457e-12      -1.644130086646e-13       0.000000000000e+00 
  642       2.538551154406e-10       4.351504501314e-12      -3.538561527519e-13       0.000000000000e+00 
  643       2.530563216550e-10       4.385339559942e-12      -5.462070128849e-13       0.000000000000e+00 
  644       2.522795321102e-10       4.418644274786e-12      -7.413903243461e-13       0.000000000000e+00 
  645       2.515252969808e-10       4.451400479638e-12      -9.393297029580e-13       0.000000000000e+00 
  646       2.507941708933e-10       4.483589838052e-12      -1.139947640550e-12       0.000000000000e+00 
  647       2.500867129405e-10       4.515193842762e-12      -1.343165500423e-12       0.000000000000e+00 
  648       2.494034866944e-10       4.546193815097e-12      -1.548903512821e-12       0.000000000000e+00 
  649       2.487450602206e-10       4.576570904401e-12      -1.757080770392e-12       0.000000000000e+00 
  650       2.481120060921e-10       4.606306087446e-12      -1.967615223659e-12       0.000000000000e+00 
  651       2.475048118962e-10       4.635382456801e-12      -2.180424121515e-12       0.000000000000e+00 
  652       2.469236095291e-10       4.663792143353e-12      -2.395425352717e-12       0.000000000000e+00 
  653       2.463684398678e-10       4.691529547616e-12      -2.612536125460e-12       0.000000000000e+00 
  654       2.458393417171e-10       4.718589064876e-12      -2.831672520670e-12       0.000000000000e+00 
  655       2.453363517976e-10       4.744965085261e-12      -3.052749487595e-12       0.000000000000e+00 
  656       2.448595047344e-10       4.770651993799e-12      -3.275680839398e-12       0.000000000000e+00 
  657       2.444088330455e-10       4.795644170485e-12      -3.500379248749e-12       0.000000000000e+00 
  658       2.439843671306e-10       4.819935990345e-12      -3.726756243417e-12       0.000000000000e+00 
  659       2.435861352589e-10       4.843521823500e-12      -3.954722201866e-12       0.000000000000e+00 
  660       2.432141635584e-10       4.866396035228e-12      -4.184186348842e-12       0.000000000000e+00 
  661       2.428684760041e-10       4.888552986031e-12      -4.415056750970e-12       0.000000000000e+00 
  662       2.425490944061e-10       4.909987031698e-12      -4.647240312344e-12       0.000000000000e+00 
  663       2.422560383986e-10       4.930692523368e-12      -4.880642770122e-12       0.000000000000e+00 
  664       2.419893254284e-10       4.950663807597e-12      -5.115168690116e-12       0.000000000000e+00 
  665       2.417489707430e-10       4.969895226417e-12      -5.350721462386e-12       0.000000000000e+00 
  666       2.415349873795e-10       4.988381117405e-12      -5.587203296831e-12       0.000000000000e+00 
  667       2.413473861526e-10       5.006115813745e-12      -5.824515218784e-12       0.000000000000e+00 
  668       2.411861756439e-10       5.023093644292e-12      -6.062557064602e-12       0.000000000000e+00 
  669       2.410513621895e-10       5.039308933636e-12      -6.301227477262e-12       0.000000000000e+00 
  670       2.409429498690e-10       5.054756002167e-12      -6.540423901949e-12       0.000000000000e+00 
  671       2.408609404942e-10       5.069429166138e-12      -6.780042581651e-12       0.000000000000e+00 
  672       2.408053335968e-10       5.083322737729e-12      -7.019978552752e-12       0.000000000000e+00 
  673       2.407761264178e-10       5.096431025112e-12      -7.260125640624e-12       0.000000000000e+00 
  674       2.407733138954e-10       5.108748332515e-12      -7.500376455218e-12       0.000000000000e+00 
  675       2.407968886537e-10       5.120268960286e-12      -7.740622386660e-12       0.000000000000e+00 
  676       2.408468409913e-10       5.130987204954e-12      -7.980753600839e-12       0.000000000000e+00 
  677       2.409231588696e-10       5.140897359300e-12      -8.220659035005e-12       0.000000000000e+00 
  678       2.410258279013e-10       5.149993712414e-12      -8.460226393355e-12       0.000000000000e+00 
  679       2.411548313392e-10       5.158270549763e-12      -8.699342142632e-12       0.000000000000e+00 
  680       2.413101500641e-10       5.165722153253e-12      -8.937891507713e-12       0.000000000000e+00 
  681       2.414917625740e-10       5.172342801295e-12      -9.175758467204e-12       0.000000000000e+00 
  682       2.416996449722e-10       5.178126768867e-12      -9.412825749030e-12       0.000000000000e+00 
  683       2.419337709557e-10       5.183068327582e-12      -9.648974826031e-12       0.000000000000e+00 
  684       2.421941118040e-10       5.187161745745e-12      -9.884085911552e-12       0.000000000000e+00 
  685       2.424806363674e-10       5.190401288426e-12      -1.011803795504e-11       0.000000000000e+00 
  686       2.427933110555e-10       5.192781217515e-12      -1.035070863762e-11       0.000000000000e+00 
  687       2.431320998258e-10       5.194295791793e-12      -1.058197436771e-11       0.000000000000e+00 
  688       2.434969641722e-10       5.194939266994e-12      -1.081171027662e-11       0.000000000000e+00 
  689       2.438878631132e-10       5.194705895867e-12      -1.103979021409e-11       0.000000000000e+00 
  690       2.443047531810e-10       5.193589928241e-12      -1.126608674395e-11       0.000000000000e+00 
  691       2.447475403332e-10       5.191587600477e-12      -1.149048189247e-11       0.000000000000e+00 
  692       2.452159346008e-10       5.188703149745e-12      -1.171289965132e-11       0.000000000000e+00 
  693       2.457095923508e-10       5.184942926774e-12      -1.193327415169e-11       0.000000000000e+00 
  694       2.462281640609e-10       5.180313418518e-12      -1.215153897195e-11       0.000000000000e+00 
  695       2.467712942965e-10       5.174821248726e-12      -1.236762713586e-11       0.000000000000e+00 
  696       2.473386216861e-10       5.168473178497e-12      -1.258147111096e-11       0.000000000000e+00 
  697       2.479297788989e-10       5.161276106850e-12      -1.279300280677e-11       0.000000000000e+00 
  698       2.485443926203e-10       5.153237071284e-12      -1.300215357315e-11       0.000000000000e+00 
  699       2.491820835289e-10       5.144363248343e-12      -1.320885419854e-11       0.000000000000e+00 
  700       2.498424662725e-10       5.134661954177e-12      -1.341303490828e-11       0.000000000000e+00 
  701       2.505251494452e-10       5.124140645108e-12      -1.361462536290e-11       0.000000000000e+00 
  702       2.512297355629e-10       5.112806918191e-12      -1.381355465639e-11       0.000000000000e+00 
  703       2.519558210405e-10       5.100668511778e-12      -1.400975131453e-11       0.000000000000e+00 
  704       2.527029961680e-10       5.087733306085e-12      -1.420314329314e-11       0.000000000000e+00 
  705       2.534708450869e-10       5.074009323747e-12      -1.439365797638e-11       0.000000000000e+00 
  706       2.542589457670e-10       5.059504730390e-12      -1.458122217507e-11       0.000000000000e+00 
  707       2.550668699822e-10       5.044227835188e-12      -1.476576212495e-11       0.000000000000e+00 
  708       2.558941832875e-10       5.028187091433e-12      -1.494720348496e-11       0.000000000000e+00 
  709       2.567404449950e-10       5.011391097089e-12      -1.512547133560e-11       0.000000000000e+00 
  710       2.576052081509e-10       4.993848595365e-12      -1.530049017712e-11       0.000000000000e+00 
  711       2.584880195112e-10       4.975568475271e-12      -1.547218392790e-11       0.000000000000e+00 
  712       2.593884195187e-10       4.956559772185e-12      -1.564047592269e-11       0.000000000000e+00 
  713       2.603059422792e-10       4.936831668415e-12      -1.580528891092e-11       0.000000000000e+00 
  714       2.612401155380e-10       4.916393493766e-12      -1.596654505499e-11       0.000000000000e+00 
  715       2.621904606563e-10       4.895254726095e-12      -1.612416592855e-11       0.000000000000e+00 
  716       2.631564925875e-10       4.873424991883e-12      -1.627807251480e-11       0.000000000000e+00 
  717       2.641377198539e-10       4.850914066794e-12      -1.642818520479e-11       0.000000000000e+00 
  718       2.651336445230e-10       4.827731876238e-12      -1.657442379569e-11       0.000000000000e+00 
  719       2.661437621837e-10       4.803888495936e-12      -1.671670748909e-11       0.000000000000e+00 
  720       2.671675619233e-10       4.779394152484e-12      -1.685495488930e-11       0.000000000000e+00 
  721       2.682045263033e-10       4.754259223912e-12      -1.698908400164e-11       0.000000000000e+00 
  722       2.692541313363e-10       4.728494240254e-12      -1.711901223070e-11       0.000000000000e+00 
  723       2.703158464622e-10       4.702109884105e-12      -1.724465637870e-11       0.000000000000e+00 
  724       2.713891345245e-10       4.675116991187e-12      -1.736593264369e-11       0.000000000000e+00 
  725       2.724734517472e-10       4.647526550914e-12      -1.748275661791e-11       0.000000000000e+00 
  726       2.735682477108e-10       4.619349706951e-12      -1.759504328606e-11       0.000000000000e+00 
  727       2.746729653287e-10       4.590597757782e-12      -1.770270702359e-11       0.000000000000e+00 
  728       2.757870408242e-10       4.561282157271e-12      -1.780566159499e-11       0.000000000000e+00 
  729       2.769099037062e-10       4.531414515223e-12      -1.790382015207e-11       0.000000000000e+00 
  730       2.780409767461e-10       4.501006597954e-12      -1.799709523227e-11       0.000000000000e+00 
  731       2.791796956664e-10       4.470070693421e-12      -1.808541275285e-11       0.000000000000e+00 
  732       2.803255686862e-10       4.438620713486e-12      -1.816875430310e-11       0.000000000000e+00 
  733       2.814781181169e-10       4.406671114766e-12      -1.824711569257e-11       0.000000000000e+00 
  734       2.826368607388e-10       4.374236536690e-12      -1.832049303298e-11       0.000000000000e+00 
  735       2.838013077816e-10       4.341331802144e-12      -1.838888273970e-11       0.000000000000e+00 
  736       2.849709649053e-10       4.307971918120e-12      -1.845228153316e-11       0.000000000000e+00 
  737       2.861453321813e-10       4.274172076359e-12      -1.851068644026e-11       0.000000000000e+00 
  738       2.873239040730e-10       4.239947653995e-12      -1.856409479583e-11       0.000000000000e+00 
  739       2.885061694166e-10       4.205314214201e-12      -1.861250424406e-11       0.000000000000e+00 
  740       2.896916114022e-10       4.170287506834e-12      -1.865591273989e-11       0.000000000000e+00 
  741       2.908797075545e-10       4.134883469081e-12      -1.869431855050e-11       0.000000000000e+00 
  742       2.920699297138e-10       4.099118226102e-12      -1.872772025668e-11       0.000000000000e+00 
  743       2.932617440164e-10       4.063008091678e-12      -1.875611675429e-11       0.000000000000e+00 
  744       2.944546108762e-10       4.026569568853e-12      -1.877950725571e-11       0.000000000000e+00 
  745       2.956479849648e-10       3.989819350582e-12      -1.879789129122e-11       0.000000000000e+00 
  746       2.968413151929e-10       3.952774320372e-12      -1.881126871048e-11       0.000000000000e+00 
  747       2.980340446909e-10       3.915451552932e-12      -1.881963968391e-11       0.000000000000e+00 
  748       2.992256107896e-10       3.877868314814e-12      -1.882300470416e-11       0.000000000000e+00 
  749       3.004154450014e-10       3.840042065061e-12      -1.882136458753e-11       0.000000000000e+00 
  750       3.016029730012e-10       3.801990455850e-12      -1.881472047539e-11       0.000000000000e+00 
  751       3.027876146066e-10       3.763731333139e-12      -1.880307383560e-11       0.000000000000e+00 
  752       3.039687837595e-10       3.725282737309e-12      -1.878642646399e-11       0.000000000000e+00 
  753       3.051458885066e-10       3.686662903813e-12      -1.876478048572e-11       0.000000000000e+00 
  754       3.063183309803e-10       3.647890263818e-12      -1.873813835677e-11       0.000000000000e+00 
  755       3.074855073795e-10       3.608983444853e-12      -1.870650286531e-11       0.000000000000e+00 
  756       3.086468079505e-10       3.569961271448e-12      -1.866987713320e-11       0.000000000000e+00 
  757       3.098016169680e-10       3.530842765788e-12      -1.862826461737e-11       0.000000000000e+00 
  758       3.109493127156e-10       3.491647148351e-12      -1.858166911126e-11       0.000000000000e+00 
  759       3.120892674670e-10       3.452393838556e-12      -1.853009474624e-11       0.000000000000e+00 
  760       3.132208474667e-10       3.413102455408e-12      -1.847354599308e-11       0.000000000000e+00 
  761       3.143434129108e-10       3.373792818141e-12      -1.841202766334e-11       0.000000000000e+00 
  762       3.154563179281e-10       3.334484946866e-12      -1.834554491080e-11       0.000000000000e+00 
  763       3.165589105604e-10       3.295199063215e-12      -1.827410323292e-11       0.000000000000e+00 
  764       3.176505327441e-10       3.255955590986e-12      -1.819770847224e-11       0.000000000000e+00 
  765       3.187305202905e-10       3.216775156786e-12      -1.811636681783e-11       0.000000000000e+00 
  766       3.197982028669e-10       3.177678590680e-12      -1.803008480670e-11       0.000000000000e+00 
  767       3.208529039771e-10       3.138686926833e-12      -1.793886932525e-11       0.000000000000e+00 
  768       3.218939409430e-10       3.099821404156e-12      -1.784272761068e-11       0.000000000000e+00 
  769       3.229206248846e-10       3.061103466953e-12      -1.774166725245e-11       0.000000000000e+00 
  770       3.239322607014e-10       3.022554765561e-12      -1.763569619366e-11       0.000000000000e+00 
  771       3.249282157709e-10       2.984195608828e-12      -1.752483109940e-11       0.000000000000e+00 
  772       3.259081275097e-10       2.946040288104e-12      -1.740912263236e-11       0.000000000000e+00 
  773       3.268716997019e-10       2.908101666046e-12      -1.728863065832e-11       0.000000000000e+00 
  774       3.278186341320e-10       2.870392717104e-12      -1.716341592567e-11       0.000000000000e+00 
  775       3.287486305795e-10       2.832926527857e-12      -1.703354006860e-11       0.000000000000e+00 
  776       3.296613868137e-10       2.795716297347e-12      -1.689906561015e-11       0.000000000000e+00 
  777       3.305565985880e-10       2.758775337407e-12      -1.676005596537e-11       0.000000000000e+00 
  778       3.314339596354e-10       2.722117072999e-12      -1.661657544441e-11       0.000000000000e+00 
  779       3.322931616622e-10       2.685755042544e-12      -1.646868925565e-11       0.000000000000e+00 
  780       3.331338943436e-10       2.649702898258e-12      -1.631646350882e-11       0.000000000000e+00 
  781       3.339558453179e-10       2.613974406479e-12      -1.615996521811e-11       0.000000000000e+00 
  782       3.347587001813e-10       2.578583448008e-12      -1.599926230527e-11       0.000000000000e+00 
  783       3.355421424828e-10       2.543544018434e-12      -1.583442360276e-11       0.000000000000e+00 
  784       3.363058537187e-10       2.508870228474e-12      -1.566551885686e-11       0.000000000000e+00 
  785       3.370495133272e-10       2.474576304300e-12      -1.549261873075e-11       0.000000000000e+00 
  786       3.377727986835e-10       2.440676587876e-12      -1.531579480768e-11       0.000000000000e+00 
  787       3.384753850941e-10       2.407185537289e-12      -1.513511959403e-11       0.000000000000e+00 
  788       3.391569457918e-10       2.374117727083e-12      -1.495066652249e-11       0.000000000000e+00 
  789       3.398171519301e-10       2.341487848591e-12      -1.476250995512e-11       0.000000000000e+00 
  790       3.404556725784e-10       2.309310710269e-12      -1.457072518649e-11       0.000000000000e+00 
  791       3.410721747160e-10       2.277601238027e-12      -1.437538844681e-11       0.000000000000e+00 
  792       3.416663232277e-10       2.246374475565e-12      -1.417657690502e-11       0.000000000000e+00 
  793       3.422377808974e-10       2.215645584702e-12      -1.397436867193e-11       0.000000000000e+00 
  794       3.427862084040e-10       2.185429845713e-12      -1.376884280332e-11       0.000000000000e+00 
  795       3.433112643152e-10       2.155742657660e-12      -1.356007930305e-11       0.000000000000e+00 
  796       3.438126050825e-10       2.126599538724e-12      -1.334815912622e-11       0.000000000000e+00 
  797       3.442898850361e-10       2.098016126539e-12      -1.313316418223e-11       0.000000000000e+00 
  798       3.447427563793e-10       2.070008178527e-12      -1.291517733792e-11       0.000000000000e+00 
  799       3.451708691835e-10       2.042591572227e-12      -1.269428242071e-11       0.000000000000e+00 
  800       3.455738713825e-10       2.015782305630e-12      -1.247056422167e-11       0.000000000000e+00 
  801       3.459514087677e-10       1.989596497511e-12      -1.224410849869e-11       0.000000000000e+00 
  802       3.463031249825e-10       1.964050387766e-12      -1.201500197954e-11       0.000000000000e+00 
  803       3.466286615171e-10       1.939160337737e-12      -1.178333236504e-11       0.000000000000e+00 
  804       3.469276577029e-10       1.914942830554e-12      -1.154918833213e-11       0.000000000000e+00 
  805       3.471997507079e-10       1.891414471460e-12      -1.131265953702e-11       0.000000000000e+00 
  806       3.474445755306e-10       1.868591988151e-12      -1.107383661829e-11       0.000000000000e+00 
  807       3.476617649955e-10       1.846492231102e-12      -1.083281120002e-11       0.000000000000e+00 
  808       3.478509497470e-10       1.825132173905e-12      -1.058967589489e-11       0.000000000000e+00 
  809       3.480117582447e-10       1.804528913602e-12      -1.034452430730e-11       0.000000000000e+00 
  810       3.481438167579e-10       1.784699671013e-12      -1.009745103650e-11       0.000000000000e+00 
  811       3.482468219461e-10       1.765659304180e-12      -9.848549505086e-12       0.000000000000e+00 
  812       3.483207600426e-10       1.747412798953e-12      -9.597905395418e-12       0.000000000000e+00 
  813       3.483656916045e-10       1.729962643938e-12      -9.345603101277e-12       0.000000000000e+00 
  814       3.483816792919e-10       1.713311305030e-12      -9.091727894491e-12       0.000000000000e+00 
  815       3.483687878760e-10       1.697461225295e-12      -8.836365927655e-12       0.000000000000e+00 
  816       3.483270842468e-10       1.682414824845e-12      -8.579604236850e-12       0.000000000000e+00 
  817       3.482566374216e-10       1.668174500721e-12      -8.321530744363e-12       0.000000000000e+00 
  818       3.481575185522e-10       1.654742626773e-12      -8.062234261410e-12       0.000000000000e+00 
  819       3.480298009334e-10       1.642121553536e-12      -7.801804490851e-12       0.000000000000e+00 
  820       3.478735600106e-10       1.630313608115e-12      -7.540332029919e-12       0.000000000000e+00 
  821       3.476888733880e-10       1.619321094062e-12      -7.277908372929e-12       0.000000000000e+00 
  822       3.474758208362e-10       1.609146291255e-12      -7.014625914007e-12       0.000000000000e+00 
  823       3.472344843005e-10       1.599791455779e-12      -6.750577949810e-12       0.000000000000e+00 
  824       3.469649479084e-10       1.591258819808e-12      -6.485858682238e-12       0.000000000000e+00 
  825       3.466672979781e-10       1.583550591478e-12      -6.220563221166e-12       0.000000000000e+00 
  826       3.463416230259e-10       1.576668954774e-12      -5.954787587155e-12       0.000000000000e+00 
  827       3.459880137745e-10       1.570616069408e-12      -5.688628714177e-12       0.000000000000e+00 
  828       3.456065631606e-10       1.565394070695e-12      -5.422184452333e-12       0.000000000000e+00 
  829       3.451973663431e-10       1.561005069437e-12      -5.155553570575e-12       0.000000000000e+00 
  830       3.447605207111e-10       1.557451151802e-12      -4.888835759427e-12       0.000000000000e+00 
  831       3.442961258914e-10       1.554734379200e-12      -4.622131633701e-12       0.000000000000e+00 
  832       3.438042837569e-10       1.552856788170e-12      -4.355542735223e-12       0.000000000000e+00 
  833       3.432850984344e-10       1.551820390252e-12      -4.089171535549e-12       0.000000000000e+00 
  834       3.427386763123e-10       1.551627171872e-12      -3.823121438688e-12       0.000000000000e+00 
  835       3.421651260488e-10       1.552279094221e-12      -3.557496783819e-12       0.000000000000e+00 
  836       3.415645585797e-10       1.553778093133e-12      -3.292402848016e-12       0.000000000000e+00 
  837       3.409370871266e-10       1.556126078964e-12      -3.027945848964e-12       0.000000000000e+00 
  838       3.402828272043e-10       1.559324936476e-12      -2.764232947682e-12       0.000000000000e+00 
  839       3.396018966292e-10       1.563376524714e-12      -2.501372251243e-12       0.000000000000e+00 
  840       3.388944155271e-10       1.568282676885e-12      -2.239472815491e-12       0.000000000000e+00 
  841       3.381605063410e-10       1.574045200239e-12      -1.978644647766e-12       0.000000000000e+00 
  842       3.374002938393e-10       1.580665875948e-12      -1.718998709623e-12       0.000000000000e+00 
  843       3.366139051235e-10       1.588146458989e-12      -1.460646919549e-12       0.000000000000e+00 
  844       3.358014696361e-10       1.596488678018e-12      -1.203702155689e-12       0.000000000000e+00 
  845       3.349631191687e-10       1.605694235255e-12      -9.482782585599e-13       0.000000000000e+00 
  846       3.340989878701e-10       1.615764806360e-12      -6.944900337764e-13       0.000000000000e+00 
  847       3.332092122536e-10       1.626702040316e-12      -4.424532547680e-13       0.000000000000e+00 
  848       3.322939312057e-10       1.638507559306e-12      -1.922846655005e-13       0.000000000000e+00 
  849       3.313532859936e-10       1.651182958595e-12       5.589801680408e-14       0.000000000000e+00 
  850       3.303874202729e-10       1.664729806409e-12       3.019760989469e-13       0.000000000000e+00 
  851       3.293965136695e-10       1.679147804126e-12       5.458408172036e-13       0.000000000000e+00 
  852       3.283808831376e-10       1.694429232510e-12       7.874262642076e-13       0.000000000000e+00 
  853       3.273408833558e-10       1.710564409982e-12       1.026677021433e-12       0.000000000000e+00 
  854       3.262768733241e-10       1.727543523250e-12       1.263537301290e-12       0.000000000000e+00 
  855       3.251892163784e-10       1.745356626886e-12       1.497950946213e-12       0.000000000000e+00 
  856       3.240782802032e-10       1.763993642898e-12       1.729861427739e-12       0.000000000000e+00 
  857       3.229444368454e-10       1.783444360310e-12       1.959211845601e-12       0.000000000000e+00 
  858       3.217880627277e-10       1.803698434733e-12       2.185944926807e-12       0.000000000000e+00 
  859       3.206095386622e-10       1.824745387942e-12       2.410003024726e-12       0.000000000000e+00 
  860       3.194092498638e-10       1.846574607451e-12       2.631328118176e-12       0.000000000000e+00 
  861       3.181875859637e-10       1.869175346091e-12       2.849861810506e-12       0.000000000000e+00 
  862       3.169449410229e-10       1.892536721581e-12       3.065545328682e-12       0.000000000000e+00 
  863       3.156817135458e-10       1.916647716104e-12       3.278319522372e-12       0.000000000000e+00 
  864       3.143983064933e-10       1.941497175885e-12       3.488124863033e-12       0.000000000000e+00 
  865       3.130951272970e-10       1.967073810766e-12       3.694901442993e-12       0.000000000000e+00 
  866       3.117725878718e-10       1.993366193777e-12       3.898588974536e-12       0.000000000000e+00 
  867       3.104311046301e-10       2.020362760718e-12       4.099126788992e-12       0.000000000000e+00 
  868       3.090710984951e-10       2.048051809727e-12       4.296453835814e-12       0.000000000000e+00 
  869       3.076929949141e-10       2.076421500861e-12       4.490508681672e-12       0.000000000000e+00 
  870       3.062972238721e-10       2.105459855670e-12       4.681229509531e-12       0.000000000000e+00 
  871       3.048842199054e-10       2.135154756769e-12       4.868554117738e-12       0.000000000000e+00 
  872       3.034544221148e-10       2.165493947419e-12       5.052419919111e-12       0.000000000000e+00 
  873       3.020082741796e-10       2.196465031098e-12       5.232763940017e-12       0.000000000000e+00 
  874       3.005462243706e-10       2.228055471075e-12       5.409522819464e-12       0.000000000000e+00 
  875       2.990687255637e-10       2.260252589990e-12       5.582632808181e-12       0.000000000000e+00 
  876       2.975762352535e-10       2.293043569429e-12       5.752029767706e-12       0.000000000000e+00 
  877       2.960692155669e-10       2.326415449494e-12       5.917649169469e-12       0.000000000000e+00 
  878       2.945481332761e-10       2.360355128382e-12       6.079426093879e-12       0.000000000000e+00 
  879       2.930134598128e-10       2.394849361963e-12       6.237295229408e-12       0.000000000000e+00 
  880       2.914656712810e-10       2.429884763348e-12       6.391190871676e-12       0.000000000000e+00 
  881       2.899052484711e-10       2.465447802472e-12       6.541046922536e-12       0.000000000000e+00 
  882       2.883326768727e-10       2.501524805664e-12       6.686796889160e-12       0.000000000000e+00 
  883       2.867484466888e-10       2.538101955224e-12       6.828373883124e-12       0.000000000000e+00 
  884       2.851530528488e-10       2.575165289000e-12       6.965710619490e-12       0.000000000000e+00 
  885       2.835469950223e-10       2.612700699961e-12       7.098739415896e-12       0.000000000000e+00 
  886       2.819307776324e-10       2.650693935773e-12       7.227392191638e-12       0.000000000000e+00 
  887       2.803049098691e-10       2.689130598373e-12       7.351600466755e-12       0.000000000000e+00 
  888       2.786699057031e-10       2.727996143547e-12       7.471295361115e-12       0.000000000000e+00 
  889       2.770262838990e-10       2.767275880505e-12       7.586407593499e-12       0.000000000000e+00 
  890       2.753745680290e-10       2.806954971454e-12       7.696867480689e-12       0.000000000000e+00 
  891       2.737152660435e-10       2.847018394246e-12       7.802617565107e-12       0.000000000000e+00 
  892       2.720488085900e-10       2.887450830515e-12       7.903650726349e-12       0.000000000000e+00 
  893       2.703756097101e-10       2.928236774865e-12       7.999972692313e-12       0.000000000000e+00 
  894       2.686960872015e-10       2.969360571201e-12       8.091589468234e-12       0.000000000000e+00 
  895       2.670106626281e-10       3.010806412302e-12       8.178507337671e-12       0.000000000000e+00 
  896       2.653197613305e-10       3.052558339388e-12       8.260732863502e-12       0.000000000000e+00 
  897       2.636238124361e-10       3.094600241690e-12       8.338272888917e-12       0.000000000000e+00 
  898       2.619232488702e-10       3.136915856020e-12       8.411134538406e-12       0.000000000000e+00 
  899       2.602185073655e-10       3.179488766343e-12       8.479325218754e-12       0.000000000000e+00 
  900       2.585100284734e-10       3.222302403342e-12       8.542852620031e-12       0.000000000000e+00 
  901       2.567982565738e-10       3.265340043991e-12       8.601724716585e-12       0.000000000000e+00 
  902       2.550836398854e-10       3.308584811126e-12       8.655949768034e-12       0.000000000000e+00 
  903       2.533666304769e-10       3.352019673011e-12       8.705536320255e-12       0.000000000000e+00 
  904       2.516476842765e-10       3.395627442909e-12       8.750493206379e-12       0.000000000000e+00 
  905       2.499272610828e-10       3.439390778653e-12       8.790829547783e-12       0.000000000000e+00 
  906       2.482058245750e-10       3.483292182216e-12       8.826554755077e-12       0.000000000000e+00 
  907       2.464838423237e-10       3.527313999278e-12       8.857678529104e-12       0.000000000000e+00 
  908       2.447617858005e-10       3.571438418799e-12       8.884210861924e-12       0.000000000000e+00 
  909       2.430401303894e-10       3.615647472586e-12       8.906162037808e-12       0.000000000000e+00 
  910       2.413193553963e-10       3.659923034863e-12       8.923542634234e-12       0.000000000000e+00 
  911       2.395999440600e-10       3.704246821845e-12       8.936363522874e-12       0.000000000000e+00 
  912       2.378823835624e-10       3.748600391300e-12       8.944635870585e-12       0.000000000000e+00 
  913       2.361671650388e-10       3.792965142125e-12       8.948371140407e-12       0.000000000000e+00 
  914       2.344547835886e-10       3.837322313916e-12       8.947581092549e-12       0.000000000000e+00 
  915       2.327457382852e-10       3.881652986531e-12       8.942277785383e-12       0.000000000000e+00 
  916       2.310405321872e-10       3.925938079668e-12       8.932473576434e-12       0.000000000000e+00 
  917       2.293396723477e-10       3.970158352428e-12       8.918181123376e-12       0.000000000000e+00 
  918       2.276436698259e-10       4.014294402890e-12       8.899413385020e-12       0.000000000000e+00 
  919       2.259530396966e-10       4.058326667677e-12       8.876183622307e-12       0.000000000000e+00 
  920       2.242683010609e-10       4.102235421527e-12       8.848505399299e-12       0.000000000000e+00 
  921       2.225899770568e-10       4.146000776865e-12       8.816392584172e-12       0.000000000000e+00 
  922       2.209185948694e-10       4.189602683367e-12       8.779859350208e-12       0.000000000000e+00 
  923       2.192546857412e-10       4.233020927535e-12       8.738920176786e-12       0.000000000000e+00 
  924       2.175987849828e-10       4.276235132266e-12       8.693589850373e-12       0.000000000000e+00 
  925       2.159514319830e-10       4.319224756420e-12       8.643883465518e-12       0.000000000000e+00 
  926       2.143131702194e-10       4.361969094389e-12       8.589816425842e-12       0.000000000000e+00 
  927       2.126845472689e-10       4.404447275669e-12       8.531404445030e-12       0.000000000000e+00 
  928       2.110661148177e-10       4.446638264430e-12       8.468663547824e-12       0.000000000000e+00 
  929       2.094584286721e-10       4.488520859084e-12       8.401610071014e-12       0.000000000000e+00 
  930       2.078620487686e-10       4.530073691854e-12       8.330260664429e-12       0.000000000000e+00 
  931       2.062774827457e-10       4.571276984693e-12       8.254639046981e-12       0.000000000000e+00 
  932       2.047050156669e-10       4.612117848078e-12       8.174796388896e-12       0.000000000000e+00 
  933       2.031448776473e-10       4.652585064470e-12       8.090791251137e-12       0.000000000000e+00 
  934       2.015973000534e-10       4.692667339314e-12       8.002682861258e-12       0.000000000000e+00 
  935       2.000625155054e-10       4.732353300852e-12       7.910531115322e-12       0.000000000000e+00 
  936       1.985407578796e-10       4.771631499933e-12       7.814396579837e-12       0.000000000000e+00 
