# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
 1256       1.073810540428e-10       3.845470895960e-12       1.345773019663e-13       0.000000000000e+00 
 1257       1.068900651670e-10       3.868420411284e-12       5.080172746283e-14       0.000000000000e+00 
 1258       1.064072578412e-10       3.890963595023e-12      -3.465973820621e-14       0.000000000000e+00 
 1259       1.059326918087e-10       3.913094092017e-12      -1.217622495512e-13       0.000000000000e+00 
 1260       1.054664269772e-10       3.934805516884e-12      -2.104606418492e-13       0.000000000000e+00 
 1261       1.050085234196e-10       3.956091453964e-12      -3.007094304892e-13       0.000000000000e+00 
 1262       1.045590413740e-10       3.976945457267e-12      -3.924628103175e-13       0.000000000000e+00 
 1263       1.041180412438e-10       3.997361050419e-12      -4.856746549830e-13       0.000000000000e+00 
 1264       1.036855835978e-10       4.017331726610e-12      -5.802985162822e-13       0.000000000000e+00 
 1265       1.032617291707e-10       4.036850948542e-12      -6.762876235046e-13       0.000000000000e+00 
 1266       1.028465388631e-10       4.055912148373e-12      -7.735948827784e-13       0.000000000000e+00 
 1267       1.024400737413e-10       4.074508727666e-12      -8.721728764151e-13       0.000000000000e+00 
 1268       1.020423950383e-10       4.092634057338e-12      -9.719738622551e-13       0.000000000000e+00 
 1269       1.016535641531e-10       4.110281477602e-12      -1.072949773013e-12       0.000000000000e+00 
 1270       1.012736426515e-10       4.127444297919e-12      -1.175052215623e-12       0.000000000000e+00 
 1271       1.009026922660e-10       4.144115796941e-12      -1.278232470583e-12       0.000000000000e+00 
 1272       1.005407748960e-10       4.160289222461e-12      -1.382441491303e-12       0.000000000000e+00 
 1273       1.001879526081e-10       4.175957791359e-12      -1.487629903446e-12       0.000000000000e+00 
 1274       9.984428763582e-11       4.191114689548e-12      -1.593748004276e-12       0.000000000000e+00 
 1275       9.950984238058e-11       4.205753071924e-12      -1.700745762004e-12       0.000000000000e+00 
 1276       9.918467941115e-11       4.219866062308e-12      -1.808572815131e-12       0.000000000000e+00 
 1277       9.886886146417e-11       4.233446753399e-12      -1.917178471795e-12       0.000000000000e+00 
 1278       9.856245144422e-11       4.246488206715e-12      -2.026511709114e-12       0.000000000000e+00 
 1279       9.826551242406e-11       4.258983452545e-12      -2.136521172535e-12       0.000000000000e+00 
 1280       9.797810764473e-11       4.270925489894e-12      -2.247155175176e-12       0.000000000000e+00 
 1281       9.770030051578e-11       4.282307286429e-12      -2.358361697172e-12       0.000000000000e+00 
 1282       9.743215461541e-11       4.293121778428e-12      -2.470088385022e-12       0.000000000000e+00 
 1283       9.717373369069e-11       4.303361870726e-12      -2.582282550932e-12       0.000000000000e+00 
 1284       9.692510165767e-11       4.313020436661e-12      -2.694891172161e-12       0.000000000000e+00 
 1285       9.668632260161e-11       4.322090318023e-12      -2.807860890367e-12       0.000000000000e+00 
 1286       9.645746077713e-11       4.330564325001e-12      -2.921138010952e-12       0.000000000000e+00 
 1287       9.623858060838e-11       4.338435236128e-12      -3.034668502407e-12       0.000000000000e+00 
 1288       9.602974668922e-11       4.345695798228e-12      -3.148397995656e-12       0.000000000000e+00 
 1289       9.583102378341e-11       4.352338726367e-12      -3.262271783404e-12       0.000000000000e+00 
 1290       9.564247682477e-11       4.358356703795e-12      -3.376234819482e-12       0.000000000000e+00 
 1291       9.546414592440e-11       4.363744069937e-12      -3.490234388090e-12       0.000000000000e+00 
 1292       9.529597108230e-11       4.368501905376e-12      -3.604228145947e-12       0.000000000000e+00 
 1293       9.513786662350e-11       4.372633004353e-12      -3.718176169916e-12       0.000000000000e+00 
 1294       9.498974611201e-11       4.376140192012e-12      -3.832038294904e-12       0.000000000000e+00 
 1295       9.485152234921e-11       4.379026324472e-12      -3.945774113398e-12       0.000000000000e+00 
 1296       9.472310737224e-11       4.381294288899e-12      -4.059342975002e-12       0.000000000000e+00 
 1297       9.460441245233e-11       4.382947003566e-12      -4.172703985977e-12       0.000000000000e+00 
 1298       9.449534809325e-11       4.383987417929e-12      -4.285816008775e-12       0.000000000000e+00 
 1299       9.439582402960e-11       4.384418512693e-12      -4.398637661579e-12       0.000000000000e+00 
 1300       9.430574922525e-11       4.384243299879e-12      -4.511127317838e-12       0.000000000000e+00 
 1301       9.422503187170e-11       4.383464822894e-12      -4.623243105807e-12       0.000000000000e+00 
 1302       9.415357938644e-11       4.382086156599e-12      -4.734942908082e-12       0.000000000000e+00 
 1303       9.409129841136e-11       4.380110407379e-12      -4.846184361139e-12       0.000000000000e+00 
 1304       9.403809481107e-11       4.377540713207e-12      -4.956924854870e-12       0.000000000000e+00 
 1305       9.399387367135e-11       4.374380243719e-12      -5.067121532121e-12       0.000000000000e+00 
 1306       9.395853929746e-11       4.370632200277e-12      -5.176731288230e-12       0.000000000000e+00 
 1307       9.393199521256e-11       4.366299816039e-12      -5.285710770564e-12       0.000000000000e+00 
 1308       9.391414415605e-11       4.361386356029e-12      -5.394016378054e-12       0.000000000000e+00 
 1309       9.390488808200e-11       4.355895117204e-12      -5.501604260738e-12       0.000000000000e+00 
 1310       9.390412815747e-11       4.349829428524e-12      -5.608430319291e-12       0.000000000000e+00 
 1311       9.391176476090e-11       4.343192651016e-12      -5.714450204568e-12       0.000000000000e+00 
 1312       9.392769748052e-11       4.335988177850e-12      -5.819619317140e-12       0.000000000000e+00 
 1313       9.395182511269e-11       4.328219434399e-12      -5.923892806831e-12       0.000000000000e+00 
 1314       9.398404566030e-11       4.319889878315e-12      -6.027225572253e-12       0.000000000000e+00 
 1315       9.402425633111e-11       4.311002999592e-12      -6.129572260348e-12       0.000000000000e+00 
 1316       9.407235353617e-11       4.301562320638e-12      -6.230887265922e-12       0.000000000000e+00 
 1317       9.412823288817e-11       4.291571396342e-12      -6.331124731182e-12       0.000000000000e+00 
 1318       9.419178919984e-11       4.281033814140e-12      -6.430238545277e-12       0.000000000000e+00 
 1319       9.426291648229e-11       4.269953194090e-12      -6.528182343832e-12       0.000000000000e+00 
 1320       9.434150794341e-11       4.258333188933e-12      -6.624909508486e-12       0.000000000000e+00 
 1321       9.442745598625e-11       4.246177484167e-12      -6.720373166430e-12       0.000000000000e+00 
 1322       9.452065220739e-11       4.233489798112e-12      -6.814526189943e-12       0.000000000000e+00 
 1323       9.462098739531e-11       4.220273881980e-12      -6.907321195933e-12       0.000000000000e+00 
 1324       9.472835152877e-11       4.206533519945e-12      -6.998710545469e-12       0.000000000000e+00 
 1325       9.484263377519e-11       4.192272529208e-12      -7.088646343322e-12       0.000000000000e+00 
 1326       9.496372248904e-11       4.177494760067e-12      -7.177080437502e-12       0.000000000000e+00 
 1327       9.509150521018e-11       4.162204095986e-12      -7.263964418796e-12       0.000000000000e+00 
 1328       9.522586866225e-11       4.146404453664e-12      -7.349249620300e-12       0.000000000000e+00 
 1329       9.536669875109e-11       4.130099783102e-12      -7.432887116966e-12       0.000000000000e+00 
 1330       9.551388056305e-11       4.113294067672e-12      -7.514827725129e-12       0.000000000000e+00 
 1331       9.566729139452e-11       4.095992168411e-12      -7.595028066161e-12       0.000000000000e+00 
 1332       9.582677975989e-11       4.078202366921e-12      -7.673468831224e-12       0.000000000000e+00 
 1333       9.599218614975e-11       4.059933850540e-12      -7.750136716242e-12       0.000000000000e+00 
 1334       9.616334997676e-11       4.041195870774e-12      -7.825018375939e-12       0.000000000000e+00 
 1335       9.634010957354e-11       4.021997743430e-12      -7.898100423790e-12       0.000000000000e+00 
 1336       9.652230219059e-11       4.002348848731e-12      -7.969369431970e-12       0.000000000000e+00 
 1337       9.670976399418e-11       3.982258631451e-12      -8.038811931298e-12       0.000000000000e+00 
 1338       9.690233006429e-11       3.961736601035e-12      -8.106414411187e-12       0.000000000000e+00 
 1339       9.709983439245e-11       3.940792331727e-12      -8.172163319593e-12       0.000000000000e+00 
 1340       9.730210987973e-11       3.919435462694e-12      -8.236045062959e-12       0.000000000000e+00 
 1341       9.750898833455e-11       3.897675698154e-12      -8.298046006167e-12       0.000000000000e+00 
 1342       9.772030047066e-11       3.875522807499e-12      -8.358152472485e-12       0.000000000000e+00 
 1343       9.793587590502e-11       3.852986625423e-12      -8.416350743510e-12       0.000000000000e+00 
 1344       9.815554315569e-11       3.830077052045e-12      -8.472627059124e-12       0.000000000000e+00 
 1345       9.837912963975e-11       3.806804053036e-12      -8.526967617435e-12       0.000000000000e+00 
 1346       9.860646167120e-11       3.783177659745e-12      -8.579358574728e-12       0.000000000000e+00 
 1347       9.883736445886e-11       3.759207969325e-12      -8.629786045412e-12       0.000000000000e+00 
 1348       9.907166210431e-11       3.734905144856e-12      -8.678236101968e-12       0.000000000000e+00 
 1349       9.930917759972e-11       3.710279415474e-12      -8.724694774895e-12       0.000000000000e+00 
 1350       9.954973282584e-11       3.685341076495e-12      -8.769148052663e-12       0.000000000000e+00 
 1351       9.979314854984e-11       3.660100489538e-12      -8.811581881654e-12       0.000000000000e+00 
 1352       1.000392444232e-10       3.634568082658e-12      -8.851982166115e-12       0.000000000000e+00 
 1353       1.002878389798e-10       3.608754350461e-12      -8.890334768103e-12       0.000000000000e+00 
 1354       1.005387496335e-10       3.582669854240e-12      -8.926625507434e-12       0.000000000000e+00 
 1355       1.007917926764e-10       3.556325222093e-12      -8.960840161632e-12       0.000000000000e+00 
 1356       1.010467832763e-10       3.529731149055e-12      -8.992964465873e-12       0.000000000000e+00 
 1357       1.013035354752e-10       3.502898397216e-12      -9.022984112936e-12       0.000000000000e+00 
 1358       1.015618621866e-10       3.475837795854e-12      -9.050884753151e-12       0.000000000000e+00 
 1359       1.018215751938e-10       3.448560241556e-12      -9.076651994345e-12       0.000000000000e+00 
 1360       1.020824851478e-10       3.421076698346e-12      -9.100271401790e-12       0.000000000000e+00 
 1361       1.023444015649e-10       3.393398197808e-12      -9.121728498152e-12       0.000000000000e+00 
 1362       1.026071328249e-10       3.365535839215e-12      -9.141008763439e-12       0.000000000000e+00 
 1363       1.028704861689e-10       3.337500789651e-12      -9.158097634946e-12       0.000000000000e+00 
 1364       1.031342676971e-10       3.309304284141e-12      -9.172980507208e-12       0.000000000000e+00 
 1365       1.033982823669e-10       3.280957625772e-12      -9.185642731942e-12       0.000000000000e+00 
 1366       1.036623339907e-10       3.252472185820e-12      -9.196069617997e-12       0.000000000000e+00 
 1367       1.039262252339e-10       3.223859403878e-12      -9.204246431305e-12       0.000000000000e+00 
 1368       1.041897576125e-10       3.195130787980e-12      -9.210158394825e-12       0.000000000000e+00 
 1369       1.044527314915e-10       3.166297914726e-12      -9.213790688490e-12       0.000000000000e+00 
 1370       1.047149460823e-10       3.137372429406e-12      -9.215128449159e-12       0.000000000000e+00 
 1371       1.049762118391e-10       3.108365646468e-12      -9.214162258004e-12       0.000000000000e+00 
 1372       1.052363877956e-10       3.079287345988e-12      -9.210904666824e-12       0.000000000000e+00 
 1373       1.054953446219e-10       3.050146964613e-12      -9.205373847894e-12       0.000000000000e+00 
 1374       1.057529522619e-10       3.020953994152e-12      -9.197588122817e-12       0.000000000000e+00 
 1375       1.060090799314e-10       2.991717981685e-12      -9.187565962818e-12       0.000000000000e+00 
 1376       1.062635961172e-10       2.962448529654e-12      -9.175325989042e-12       0.000000000000e+00 
 1377       1.065163685753e-10       2.933155295971e-12      -9.160886972856e-12       0.000000000000e+00 
 1378       1.067672643302e-10       2.903847994114e-12      -9.144267836142e-12       0.000000000000e+00 
 1379       1.070161496732e-10       2.874536393225e-12      -9.125487651598e-12       0.000000000000e+00 
 1380       1.072628901612e-10       2.845230318216e-12      -9.104565643034e-12       0.000000000000e+00 
 1381       1.075073506154e-10       2.815939649865e-12      -9.081521185672e-12       0.000000000000e+00 
 1382       1.077493951200e-10       2.786674324917e-12      -9.056373806441e-12       0.000000000000e+00 
 1383       1.079888870210e-10       2.757444336185e-12      -9.029143184279e-12       0.000000000000e+00 
 1384       1.082256889245e-10       2.728259732646e-12      -8.999849150424e-12       0.000000000000e+00 
 1385       1.084596626960e-10       2.699130619550e-12      -8.968511688722e-12       0.000000000000e+00 
 1386       1.086906694584e-10       2.670067158509e-12      -8.935150935915e-12       0.000000000000e+00 
 1387       1.089185695916e-10       2.641079567606e-12      -8.899787181943e-12       0.000000000000e+00 
 1388       1.091432227301e-10       2.612178121490e-12      -8.862440870245e-12       0.000000000000e+00 
 1389       1.093644877626e-10       2.583373151480e-12      -8.823132598052e-12       0.000000000000e+00 
 1390       1.095822228303e-10       2.554675045660e-12      -8.781883116685e-12       0.000000000000e+00 
 1391       1.097962853256e-10       2.526094248984e-12      -8.738713331858e-12       0.000000000000e+00 
 1392       1.100065318909e-10       2.497641263373e-12      -8.693644303969e-12       0.000000000000e+00 
 1393       1.102128184172e-10       2.469326647818e-12      -8.646697248405e-12       0.000000000000e+00 
 1394       1.104150000429e-10       2.441161018477e-12      -8.597893535833e-12       0.000000000000e+00 
 1395       1.106129311524e-10       2.413155048776e-12      -8.547254692502e-12       0.000000000000e+00 
 1396       1.108064653747e-10       2.385319469511e-12      -8.494802400542e-12       0.000000000000e+00 
 1397       1.109954555825e-10       2.357665068946e-12      -8.440558498257e-12       0.000000000000e+00 
 1398       1.111797538904e-10       2.330202692914e-12      -8.384544980427e-12       0.000000000000e+00 
 1399       1.113592116538e-10       2.302943244915e-12      -8.326783998606e-12       0.000000000000e+00 
 1400       1.115336794679e-10       2.275897686222e-12      -8.267297861415e-12       0.000000000000e+00 
 1401       1.117030071657e-10       2.249077035973e-12      -8.206109034848e-12       0.000000000000e+00 
 1402       1.118670438175e-10       2.222492371278e-12      -8.143240142561e-12       0.000000000000e+00 
 1403       1.120256377289e-10       2.196154827315e-12      -8.078713966177e-12       0.000000000000e+00 
 1404       1.121786364399e-10       2.170075597431e-12      -8.012553445580e-12       0.000000000000e+00 
 1405       1.123258867235e-10       2.144265933245e-12      -7.944781679214e-12       0.000000000000e+00 
 1406       1.124672345845e-10       2.118737144743e-12      -7.875421924381e-12       0.000000000000e+00 
 1407       1.126025252578e-10       2.093500600381e-12      -7.804497597538e-12       0.000000000000e+00 
 1408       1.127316032077e-10       2.068567727186e-12      -7.732032274598e-12       0.000000000000e+00 
 1409       1.128543121259e-10       2.043950010856e-12      -7.658049691222e-12       0.000000000000e+00 
 1410       1.129704949310e-10       2.019658995856e-12      -7.582573743123e-12       0.000000000000e+00 
 1411       1.130800155989e-10       1.995705015265e-12      -7.505630288861e-12       0.000000000000e+00 
 1412       1.131828249066e-10       1.972093365703e-12      -7.427252578085e-12       0.000000000000e+00 
 1413       1.132788953676e-10       1.948828092954e-12      -7.347475880145e-12       0.000000000000e+00 
 1414       1.133681994610e-10       1.925913258656e-12      -7.266335687103e-12       0.000000000000e+00 
 1415       1.134507096320e-10       1.903352940319e-12      -7.183867714138e-12       0.000000000000e+00 
 1416       1.135263982913e-10       1.881151231355e-12      -7.100107899952e-12       0.000000000000e+00 
 1417       1.135952378157e-10       1.859312241095e-12      -7.015092407179e-12       0.000000000000e+00 
 1418       1.136572005476e-10       1.837840094817e-12      -6.928857622789e-12       0.000000000000e+00 
 1419       1.137122587955e-10       1.816738933768e-12      -6.841440158497e-12       0.000000000000e+00 
 1420       1.137603848335e-10       1.796012915188e-12      -6.752876851166e-12       0.000000000000e+00 
 1421       1.138015509018e-10       1.775666212333e-12      -6.663204763216e-12       0.000000000000e+00 
 1422       1.138357292063e-10       1.755703014500e-12      -6.572461183030e-12       0.000000000000e+00 
 1423       1.138628919188e-10       1.736127527048e-12      -6.480683625359e-12       0.000000000000e+00 
 1424       1.138830111773e-10       1.716943971425e-12      -6.387909831731e-12       0.000000000000e+00 
 1425       1.138960590852e-10       1.698156585189e-12      -6.294177770856e-12       0.000000000000e+00 
 1426       1.139020077123e-10       1.679769622032e-12      -6.199525639032e-12       0.000000000000e+00 
 1427       1.139008290941e-10       1.661787351805e-12      -6.103991860552e-12       0.000000000000e+00 
 1428       1.138924952321e-10       1.644214060539e-12      -6.007615088111e-12       0.000000000000e+00 
 1429       1.138769780936e-10       1.627054050472e-12      -5.910434203211e-12       0.000000000000e+00 
 1430       1.138542496122e-10       1.610311640070e-12      -5.812488316568e-12       0.000000000000e+00 
 1431       1.138242816871e-10       1.593991164052e-12      -5.713816768522e-12       0.000000000000e+00 
 1432       1.137870461838e-10       1.578096973412e-12      -5.614459129436e-12       0.000000000000e+00 
 1433       1.137425149336e-10       1.562633435445e-12      -5.514455200108e-12       0.000000000000e+00 
 1434       1.136906597339e-10       1.547604933767e-12      -5.413845012179e-12       0.000000000000e+00 
 1435       1.136314523480e-10       1.533015868343e-12      -5.312668828533e-12       0.000000000000e+00 
 1436       1.135648645054e-10       1.518870655507e-12      -5.210967143708e-12       0.000000000000e+00 
 1437       1.134908679016e-10       1.505173727988e-12      -5.108780684302e-12       0.000000000000e+00 
 1438       1.134094341980e-10       1.491929534933e-12      -5.006150409379e-12       0.000000000000e+00 
 1439       1.133205350223e-10       1.479142541928e-12      -4.903117510876e-12       0.000000000000e+00 
 1440       1.132241419680e-10       1.466817231026e-12      -4.799723414006e-12       0.000000000000e+00 
 1441       1.131202265948e-10       1.454958100767e-12      -4.696009777671e-12       0.000000000000e+00 
 1442       1.130087604287e-10       1.443569666205e-12      -4.592018494862e-12       0.000000000000e+00 
 1443       1.128897149615e-10       1.432656458926e-12      -4.487791693070e-12       0.000000000000e+00 
 1444       1.127630616512e-10       1.422223027079e-12      -4.383371734690e-12       0.000000000000e+00 
 1445       1.126287719219e-10       1.412273935394e-12      -4.278801217427e-12       0.000000000000e+00 
 1446       1.124868171641e-10       1.402813765207e-12      -4.174122974705e-12       0.000000000000e+00 
 1447       1.123371687340e-10       1.393847114485e-12      -4.069380076071e-12       0.000000000000e+00 
 1448       1.121797979544e-10       1.385378597848e-12      -3.964615827604e-12       0.000000000000e+00 
 1449       1.120146761139e-10       1.377412846593e-12      -3.859873772318e-12       0.000000000000e+00 
 1450       1.118417744674e-10       1.369954508719e-12      -3.755197690572e-12       0.000000000000e+00 
 1451       1.116610815888e-10       1.363006953054e-12      -3.650629177156e-12       0.000000000000e+00 
 1452       1.114726556200e-10       1.356568367316e-12      -3.546200345030e-12       0.000000000000e+00 
 1453       1.112765725484e-10       1.350635620770e-12      -3.441941048853e-12       0.000000000000e+00 
 1454       1.110729089031e-10       1.345205556505e-12      -3.337881301895e-12       0.000000000000e+00 
 1455       1.108617417558e-10       1.340274991381e-12      -3.234051276304e-12       0.000000000000e+00 
 1456       1.106431487219e-10       1.335840715983e-12      -3.130481303378e-12       0.000000000000e+00 
 1457       1.104172079612e-10       1.331899494565e-12      -3.027201873831e-12       0.000000000000e+00 
 1458       1.101839981796e-10       1.328448065005e-12      -2.924243638060e-12       0.000000000000e+00 
 1459       1.099435986291e-10       1.325483138754e-12      -2.821637406418e-12       0.000000000000e+00 
 1460       1.096960891098e-10       1.323001400783e-12      -2.719414149477e-12       0.000000000000e+00 
 1461       1.094415499700e-10       1.320999509534e-12      -2.617604998301e-12       0.000000000000e+00 
 1462       1.091800621081e-10       1.319474096870e-12      -2.516241244710e-12       0.000000000000e+00 
 1463       1.089117069727e-10       1.318421768028e-12      -2.415354341554e-12       0.000000000000e+00 
 1464       1.086365665643e-10       1.317839101562e-12      -2.314975902976e-12       0.000000000000e+00 
 1465       1.083547234359e-10       1.317722649299e-12      -2.215137704683e-12       0.000000000000e+00 
 1466       1.080662606942e-10       1.318068936285e-12      -2.115871684216e-12       0.000000000000e+00 
 1467       1.077712620005e-10       1.318874460736e-12      -2.017209941214e-12       0.000000000000e+00 
 1468       1.074698115716e-10       1.320135693990e-12      -1.919184737687e-12       0.000000000000e+00 
 1469       1.071619941812e-10       1.321849080452e-12      -1.821828498280e-12       0.000000000000e+00 
 1470       1.068478951603e-10       1.324011037549e-12      -1.725173810548e-12       0.000000000000e+00 
 1471       1.065276003989e-10       1.326617955675e-12      -1.629253425216e-12       0.000000000000e+00 
 1472       1.062011963462e-10       1.329666198144e-12      -1.534100256454e-12       0.000000000000e+00 
 1473       1.058687700123e-10       1.333152101140e-12      -1.439747382143e-12       0.000000000000e+00 
 1474       1.055304089689e-10       1.337071973663e-12      -1.346228044142e-12       0.000000000000e+00 
 1475       1.051862013502e-10       1.341422097485e-12      -1.253575648560e-12       0.000000000000e+00 
 1476       1.048362358540e-10       1.346198727093e-12      -1.161823766022e-12       0.000000000000e+00 
 1477       1.044806017429e-10       1.351398089643e-12      -1.071006131936e-12       0.000000000000e+00 
 1478       1.041193888450e-10       1.357016384910e-12      -9.811566467665e-13       0.000000000000e+00 
 1479       1.037526875550e-10       1.363049785236e-12      -8.923093762964e-13       0.000000000000e+00 
 1480       1.033805888352e-10       1.369494435478e-12      -8.044985519005e-13       0.000000000000e+00 
 1481       1.030031842166e-10       1.376346452964e-12      -7.177585708119e-13       0.000000000000e+00 
 1482       1.026205657997e-10       1.383601927437e-12      -6.321239963905e-13       0.000000000000e+00 
 1483       1.022328262556e-10       1.391256921007e-12      -5.476295583915e-13       0.000000000000e+00 
 1484       1.018400588272e-10       1.399307468100e-12      -4.643101532341e-13       0.000000000000e+00 
 1485       1.014423573298e-10       1.407749575408e-12      -3.822008442696e-13       0.000000000000e+00 
 1486       1.010398161524e-10       1.416579221841e-12      -3.013368620501e-13       0.000000000000e+00 
 1487       1.006325302585e-10       1.425792358474e-12      -2.217536045966e-13       0.000000000000e+00 
 1488       1.002205951873e-10       1.435384908496e-12      -1.434866376677e-13       0.000000000000e+00 
 1489       9.980410705473e-11       1.445352767164e-12      -6.657169502802e-14       0.000000000000e+00 
 1490       9.938316255405e-11       1.455691801750e-12       8.955321283621e-15       0.000000000000e+00 
 1491       9.895786277463e-11       1.466397280544e-12       8.306302727759e-14       0.000000000000e+00 
 1492       9.852832469582e-11       1.477462153849e-12       1.557386668133e-13       0.000000000000e+00 
 1493       9.809466980765e-11       1.488878756028e-12       2.269741396796e-13       0.000000000000e+00 
 1494       9.765702030494e-11       1.500639374830e-12       2.967613275474e-13       0.000000000000e+00 
 1495       9.721549908849e-11       1.512736251317e-12       3.650920939540e-13       0.000000000000e+00 
 1496       9.677022976629e-11       1.525161579779e-12       4.319582842875e-13       0.000000000000e+00 
 1497       9.632133665472e-11       1.537907507654e-12       4.973517257715e-13       0.000000000000e+00 
 1498       9.586894477975e-11       1.550966135446e-12       5.612642274490e-13       0.000000000000e+00 
 1499       9.541317987816e-11       1.564329516646e-12       6.236875801668e-13       0.000000000000e+00 
 1500       9.495416839874e-11       1.577989657648e-12       6.846135565606e-13       0.000000000000e+00 
 1501       9.449203750349e-11       1.591938517671e-12       7.440339110383e-13       0.000000000000e+00 
 1502       9.402691506883e-11       1.606168008677e-12       8.019403797654e-13       0.000000000000e+00 
 1503       9.355892968677e-11       1.620669995289e-12       8.583246806486e-13       0.000000000000e+00 
 1504       9.308821066620e-11       1.635436294709e-12       9.131785133207e-13       0.000000000000e+00 
 1505       9.261488803401e-11       1.650458676643e-12       9.664935591247e-13       0.000000000000e+00 
 1506       9.213909253631e-11       1.665728863212e-12       1.018261481098e-12       0.000000000000e+00 
 1507       9.166095563970e-11       1.681238528876e-12       1.068473923959e-12       0.000000000000e+00 
 1508       9.118060953237e-11       1.696979300351e-12       1.117122514085e-12       0.000000000000e+00 
 1509       9.069818712540e-11       1.712942756529e-12       1.164198859507e-12       0.000000000000e+00 
 1510       9.021382205390e-11       1.729120428398e-12       1.209694549883e-12       0.000000000000e+00 
 1511       8.972764867828e-11       1.745503798956e-12       1.253601156492e-12       0.000000000000e+00 
 1512       8.923980208536e-11       1.762084303139e-12       1.295910232210e-12       0.000000000000e+00 
 1513       8.875041808967e-11       1.778853327729e-12       1.336613311501e-12       0.000000000000e+00 
 1514       8.825963323459e-11       1.795802211282e-12       1.375701910397e-12       0.000000000000e+00 
 1515       8.776758479362e-11       1.812922244043e-12       1.413167526487e-12       0.000000000000e+00 
 1516       8.727441077149e-11       1.830204667865e-12       1.449001638895e-12       0.000000000000e+00 
 1517       8.678024990546e-11       1.847640676129e-12       1.483195708271e-12       0.000000000000e+00 
 1518       8.628524166646e-11       1.865221413663e-12       1.515741176769e-12       0.000000000000e+00 
 1519       8.578952626034e-11       1.882937976658e-12       1.546629468037e-12       0.000000000000e+00 
 1520       8.529324462904e-11       1.900781412593e-12       1.575851987199e-12       0.000000000000e+00 
 1521       8.479653845182e-11       1.918742720149e-12       1.603400120839e-12       0.000000000000e+00 
 1522       8.429955014643e-11       1.936812849128e-12       1.629265236986e-12       0.000000000000e+00 
 1523       8.380242287036e-11       1.954982700377e-12       1.653438685096e-12       0.000000000000e+00 
 1524       8.330530052202e-11       1.973243125700e-12       1.675911796043e-12       0.000000000000e+00 
 1525       8.280832774195e-11       1.991584927782e-12       1.696675882095e-12       0.000000000000e+00 
 1526       8.231164991401e-11       2.009998860107e-12       1.715722236904e-12       0.000000000000e+00 
 1527       8.181541316662e-11       2.028475626876e-12       1.733042135490e-12       0.000000000000e+00 
 1528       8.131976437391e-11       2.047005882925e-12       1.748626834220e-12       0.000000000000e+00 
 1529       8.082485115700e-11       2.065580233649e-12       1.762467570802e-12       0.000000000000e+00 
 1530       8.033082188512e-11       2.084189234912e-12       1.774555564259e-12       0.000000000000e+00 
 1531       7.983781596350e-11       2.102823793275e-12       1.784885989099e-12       0.000000000000e+00 
 1532       7.934593459286e-11       2.121476370981e-12       1.793469939366e-12       0.000000000000e+00 
 1533       7.885526973292e-11       2.140139792316e-12       1.800322578861e-12       0.000000000000e+00 
 1534       7.836591379115e-11       2.158806844297e-12       1.805459177525e-12       0.000000000000e+00 
 1535       7.787795962345e-11       2.177470276608e-12       1.808895111629e-12       0.000000000000e+00 
 1536       7.739150053491e-11       2.196122801542e-12       1.810645863959e-12       0.000000000000e+00 
 1537       7.690663028045e-11       2.214757093939e-12       1.810727024007e-12       0.000000000000e+00 
 1538       7.642344306559e-11       2.233365791127e-12       1.809154288153e-12       0.000000000000e+00 
 1539       7.594203354711e-11       2.251941492859e-12       1.805943459860e-12       0.000000000000e+00 
 1540       7.546249683379e-11       2.270476761256e-12       1.801110449856e-12       0.000000000000e+00 
 1541       7.498492848711e-11       2.288964120743e-12       1.794671276323e-12       0.000000000000e+00 
 1542       7.450942452194e-11       2.307396057990e-12       1.786642065087e-12       0.000000000000e+00 
 1543       7.403608140727e-11       2.325765021853e-12       1.777039049805e-12       0.000000000000e+00 
 1544       7.356499606693e-11       2.344063423310e-12       1.765878572148e-12       0.000000000000e+00 
 1545       7.309626588024e-11       2.362283635404e-12       1.753177081997e-12       0.000000000000e+00 
 1546       7.262998868279e-11       2.380417993179e-12       1.738951137624e-12       0.000000000000e+00 
 1547       7.216626276709e-11       2.398458793622e-12       1.723217405881e-12       0.000000000000e+00 
 1548       7.170518688332e-11       2.416398295604e-12       1.705992662392e-12       0.000000000000e+00 
 1549       7.124686024001e-11       2.434228719813e-12       1.687293791733e-12       0.000000000000e+00 
 1550       7.079138250476e-11       2.451942248702e-12       1.667137787629e-12       0.000000000000e+00 
 1551       7.033885380494e-11       2.469531026421e-12       1.645541753133e-12       0.000000000000e+00 
 1552       6.988937472842e-11       2.486987158762e-12       1.622522900818e-12       0.000000000000e+00 
 1553       6.944304632423e-11       2.504302713094e-12       1.598098552967e-12       0.000000000000e+00 
 1554       6.899997010334e-11       2.521469718307e-12       1.572286141755e-12       0.000000000000e+00 
 1555       6.856024803930e-11       2.538480164746e-12       1.545103209440e-12       0.000000000000e+00 
 1556       6.812398256898e-11       2.555326004156e-12       1.516567408552e-12       0.000000000000e+00 
 1557       6.769127659328e-11       2.571999149619e-12       1.486696502078e-12       0.000000000000e+00 
